"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,25.29,0.0302027318017959,39.78,0.0475074998448177,164.79,0.196801430352627,217.62,0.259893969739297,0,0,422.19,0.504202899936742
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,141.03,0.168425910083324,188.01,0.224532052433991,0,0,0,0,0,0,188.01,0.224532052433991
"22",2005,5.67,0.00677143097335637,10.44,0.0124680316334816,1.71,0.00204217759513922,0,0,0,0,12.15,0.0145102092286208
"23",2006,80.1,0.0956598978775741,124.11,0.148219100194578,113.49,0.13553610249845,0.9,0.00107483031323117,1.44,0.00171972850116987,238.5,0.28483003300626
"24",2007,417.69,0.498828748370586,305.46,0.364797408310659,0,0,0,0,0,0,305.46,0.364797408310659
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,0,0,0.99,0.00118231334455429,0,0,0,0,0,0,0.99,0.00118231334455429
"29",2012,4.5,0.00537415156615585,33.12,0.039553755526907,0,0,0,0,0,0,33.12,0.039553755526907
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
