"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,2.25,0.000185430111870341,525.51,0.0433090569284368,0,0,0,0,0,0,525.51,0.0433090569284368
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0.99,8.158924922295e-05,411.21,0.0338892072454235,0,0,0,0,0,0,411.21,0.0338892072454235
"11",1994,0,0,266.22,0.0219400908364987,0,0,0,0,0,0,266.22,0.0219400908364987
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,270.54,0.0222961166512898,0,0,0,0,0,0,270.54,0.0222961166512898
"14",1997,8.73,0.000719468834056923,126.54,0.010428589491588,0,0,0,0,0,0,126.54,0.010428589491588
"15",1998,20.61,0.00169853982473232,88.56,0.00729852920321662,0,0,0,0,0,0,88.56,0.00729852920321662
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,37.62,0.0031003914704721,143.55,0.0118304411373277,0,0,0,0,0,0,143.55,0.0118304411373277
"18",2001,11.79,0.000971653786200586,169.83,0.0139962648439733,3.78,0.000311522587942173,0,0,0,0,173.61,0.0143077874319155
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,4.86,0.000400529041639936,192.51,0.0158654003716264,0,0,0,0,0,0,192.51,0.0158654003716264
"22",2005,36.45,0.00300396781229952,118.17,0.0097387894754303,1.26,0.000103840862647391,0,0,0,0,119.43,0.00984263033807769
"23",2006,11.88,0.0009790709906754,180.72,0.0148937465854258,0,0,0,0,0,0,180.72,0.0148937465854258
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,0,0,0,0,0,0,0,0,0,0,0,0
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
