"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,9.9,0.0110065469288927,182.34,0.202720582526696,0,0,0,0,0,0,182.34,0.202720582526696
"2",1985,0.18,0.000200119035070776,42.39,0.0471280327591678,0,0,0,0,0,0,42.39,0.0471280327591678
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,34.92,0.0388230928037306,459.36,0.51070377750062,0,0,0,0,0,0,459.36,0.51070377750062
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,29.97,0.0333198193392842,576.09,0.640480971744019,251.28,0.279366172958803,0,0,0,0,827.37,0.919847144702822
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,165.96,0.184509750335256,631.71,0.702317753580889,0,0,0,0,0,0,631.71,0.702317753580889
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,15.12,0.0168099989459452,132.66,0.147487728847162,0,0,0,0,0,0,132.66,0.147487728847162
"27",2010,32.22,0.0358213072776689,46.26,0.0514305920131894,0,0,0,0,0.09,0.000100059517535388,46.26,0.0514305920131894
"28",2011,23.58,0.0262155935942717,52.38,0.0582346392055958,0,0,0,0,0,0,52.38,0.0582346392055958
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
