"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,7.92,0.00830216842240186,197.64,0.207176839268119,0,0,0,0,0,0,197.64,0.207176839268119
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,0,0,0,0,0,0,0,0,0,0,0,0
"24",2007,35.82,0.0375484435467721,314.46,0.329633823498547,0,0,0,0,0.45,0.000471714114909197,314.46,0.329633823498547
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,26.1,0.0273594186647334,551.88,0.578510190524639,0,0,0,0,0,0,551.88,0.578510190524639
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,33.3,0.0349068445032805,300.15,0.314633314644434,0,0,0,0,0.45,0.000471714114909197,300.15,0.314633314644434
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,60.21,0.0631153485748505,166.59,0.174628565339385,0,0,0,0,0,0,166.59,0.174628565339385
"32",2015,55.89,0.0585868930717222,315.09,0.330294223259419,0,0,0,0,14.31,0.0150005088541125,315.09,0.330294223259419
