"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,46.53,0.00901489241871607,163.44,0.0316654635055868,1.44,0.000278990867890633,0,0,0,0,164.88,0.0319444543734775
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,19.17,0.00371406592879405,21.69,0.00420229994760266,8.28,0.00160419749037114,0.63,0.000122058504702152,0,0,30.6,0.00592855594267595
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,78.3,0.0151701284415532,143.01,0.0277072805673885,0,0,0,0,0,0,143.01,0.0277072805673885
"24",2007,1695.42,0.328476873082734,2349.18,0.455138727105081,37.53,0.00727119949439962,0,0,0,0,2386.71,0.462409926599481
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,995.49,0.192869874358643,992.7,0.192329329552105,1561.23,0.302478411581175,0,0,0,0,2553.93,0.49480774113328
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,56.7,0.0109852654231937,100.08,0.019389865318399,8.73,0.00169138213658696,0,0,7.29,0.00141239126869633,108.81,0.0210812474549859
