"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,34.38,0.0157158882739873,321.3,0.146873615544855,0,0,0,0,0,0,321.3,0.146873615544855
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,9.81,0.00448437649702778,1225.35,0.560135651440672,0,0,0,0,0,0,1225.35,0.560135651440672
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,20.34,0.00929788154429613,159.39,0.0728608328095064,0,0,0,0,0,0,159.39,0.0728608328095064
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,11.34,0.00518377466628899,357.3,0.163330043056883,0,0,0,0,0,0,357.3,0.163330043056883
"12",1995,307.26,0.140455608815164,429.3,0.19624289808094,20.07,0.00917445833795592,0,0,0,0,449.37,0.205417356418896
"13",1996,32.04,0.0146462204857054,223.56,0.102194414849697,116.01,0.053030837657512,0,0,0,0,339.57,0.155225252507209
"14",1997,217.08,0.0992322578975322,516.51,0.23610859372883,389.25,0.177935122473809,0,0,0,0,905.76,0.414043716202638
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,25.11,0.0114783581896399,368.55,0.168472676654392,0,0,0,0,0.09,4.11410687800714e-05,368.55,0.168472676654392
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,277.29,0.1267556329114,375.84,0.171805103225578,300.87,0.137534592931779,314.46,0.143746894317569,52.29,0.0239029609612215,991.17,0.453086590474926
"21",2004,70.02,0.0320077515108955,447.66,0.204635676112075,0,0,0,0,0,0,447.66,0.204635676112075
"22",2005,168.66,0.0770983628938538,672.39,0.307364924855913,51.66,0.023614973479761,0.72,0.000329128550240571,258.48,0.118157149536365,724.77,0.331309026885915
"23",2006,42.03,0.0192128791202933,268.38,0.122682667102173,51.39,0.0234915502734208,0,0,15.66,0.00715854596773242,319.77,0.146174217375594
"24",2007,32.58,0.0148930668983858,352.71,0.1612318485491,0,0,0,0,0,0,352.71,0.1612318485491
"25",2008,17.01,0.00777566199943349,242.82,0.110998603568633,0,0,0,0,0,0,242.82,0.110998603568633
"26",2009,109.62,0.0501098217741269,100.53,0.0459545738273397,48.33,0.0220927539348983,0,0,31.41,0.0143582330042449,148.86,0.0680473277622381
"27",2010,1.8,0.000822821375601428,40.41,0.018472339882252,128.79,0.0588728694242821,0,0,0,0,169.2,0.0773452093065342
"28",2011,0,0,0,0,0,0,0,0,0,0,0,0
"29",2012,83.25,0.038055488621566,320.85,0.146667910200954,0,0,0,0,0,0,320.85,0.146667910200954
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,14.4,0.00658257100481142,289.98,0.13255652360939,0,0,0,0,0,0,289.98,0.13255652360939
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
