"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,96.12,0.0289823764403926,193.77,0.0584260828428514,0,0,0,0,0,0,193.77,0.0584260828428514
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,4.14,0.00124830460323788,10.44,0.00314789856468684,0,0,0,0,0,0,10.44,0.00314789856468684
"13",1996,6.39,0.00192673101804108,11.34,0.00341926913060812,5.4,0.00162822339552768,0,0,0,0,16.74,0.0050474925261358
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,41.67,0.0125644572021552,164.7,0.0496608135635941,48.33,0.0145725993899727,0,0,0.09,2.71370565921279e-05,213.03,0.0642334129535668
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,0,0,0,0,0,0,0,0,0,0,0,0
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,327.6,0.0987788859953457,413.73,0.124749049154012,232.29,0.0700407430642822,0,0,4.68,0.00141112694279065,646.02,0.194789792218294
"28",2011,10.62,0.0032021726778711,20.97,0.00632293418596581,0,0,0,0,0,0,20.97,0.00632293418596581
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
