"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,61.56,0.0367376017578074,201.87,0.120471404594681,0,0,0,0,0,0,201.87,0.120471404594681
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,47.97,0.0286274002001627,889.92,0.531083927165496,0,0,0,0,0,0,889.92,0.531083927165496
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,687.42,0.410236552962182,436.41,0.260439518894164,0,0,0,0,0,0,436.41,0.260439518894164
"24",2007,116.01,0.0692321179324761,49.32,0.0294330493615182,0,0,0,0,0.9,0.000537099440903616,49.32,0.0294330493615182
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,58.32,0.0348040437705543,804.42,0.480059480279652,0,0,0,0,0,0,804.42,0.480059480279652
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,117.45,0.0700914770379219,114.3,0.0682116289947593,0,0,0,0,2.88,0.00171871821089157,114.3,0.0682116289947593
"31",2014,550.44,0.328490018056652,1105.29,0.659611823373731,0,0,0,0,0,0,1105.29,0.659611823373731
"32",2015,98.91,0.0590272285553074,257.67,0.153771569930705,0,0,0,0,38.97,0.0232564057911266,257.67,0.153771569930705
