"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,8.73,0.00816072268580488,545.22,0.509666577635113,0,0,0,0,0,0,545.22,0.509666577635113
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,22.95,0.0214534462358788,196.65,0.183826588334883,0,0,0,0,0,0,196.65,0.183826588334883
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,2.7,0.00252393485127986,9.09,0.00849724733264219,0,0,0,0,0,0,9.09,0.00849724733264219
"14",1997,430.74,0.402651739940847,363.15,0.339469237497141,116.64,0.10903398557529,0,0,0,0,479.79,0.448503223072431
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,357.21,0.333916580824325,136.8,0.12787936579818,0,0,0,0,197.55,0.184667899951976,136.8,0.12787936579818
"21",2004,6.57,0.00614157480478099,16.2,0.0151436091076792,0,0,0,0,0,0,16.2,0.0151436091076792
"22",2005,127.98,0.119634511950665,730.35,0.682724377271202,0,0,0,0,0,0,730.35,0.682724377271202
"23",2006,14.85,0.0138816416820392,128.88,0.120475823567759,25.11,0.0234725941169027,0,0,8.46,0.00790832920067689,153.99,0.143948417684661
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,228.42,0.213524888418276,141.84,0.132590710853902,51.84,0.0484595491445733,0,0,79.47,0.0742878157893372,193.68,0.181050259998475
"27",2010,2.34,0.00218741020444254,24.48,0.0228836759849374,122.04,0.11408185527785,0,0,0,0,146.52,0.136965531262787
"28",2011,0,0,0,0,0,0,0,0,0,0,0,0
"29",2012,32.85,0.0307078740239049,134.37,0.125607824432028,0,0,0,0,0,0,134.37,0.125607824432028
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,16.29,0.0152277402693885,262.71,0.24557886102953,0,0,0,0,0,0,262.71,0.24557886102953
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
