"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,23.85,0.000772270824423539,141.48,0.00458116881507095,0,0,0,0,0,0,141.48,0.00458116881507095
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,27.72,0.000897582694046981,58.05,0.00187967804435163,0,0,0,0,0,0,58.05,0.00187967804435163
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,36.54,0.00118317718760738,121.68,0.00394003831932311,24.93,0.000807241578737058,0,0,0,0,146.61,0.00474727989806017
"24",2007,206.1,0.00667358561482983,2484.18,0.0804385633801454,413.19,0.013379227754447,0,0,0,0,2897.37,0.0938177911345924
"25",2008,175.59,0.00568566180547292,1197.63,0.0387796523041662,268.2,0.00868440398785715,0,0,0,0,1465.83,0.0474640562920233
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,16.47,0.000533304003281161,13.14,0.000425477510814478,0,0,0,0,0,0,13.14,0.000425477510814478
"29",2012,0.72,2.33138362090125e-05,2.52,8.15984267315437e-05,7.65,0.000247709509720758,3.78,0.000122397640097316,0,0,13.95,0.000451705576549617
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
