"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,1.71,0.00210774486523618,89.91,0.110823006335313,0,0,0,0,0,0,89.91,0.110823006335313
"2",1985,1.35,0.00166400910413382,122.22,0.150648290894249,0,0,0,0,0,0,122.22,0.150648290894249
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,46.08,0.0567981774211012,380.07,0.468474029783809,0,0,0,0,0,0,380.07,0.468474029783809
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,13.23,0.0163072892205115,320.67,0.395257629201921,320.4,0.394924827381094,0,0,0,0,641.07,0.790182456583015
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,59.04,0.0727726648207859,618.84,0.762781773334945,0,0,0,0,0,0,618.84,0.762781773334945
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,77.04,0.0949594528759036,480.06,0.591721637429988,0,0,0,0,0.54,0.00066560364165353,480.06,0.591721637429988
"26",2009,0,0,0,0,0,0,0,0,0,0,0,0
"27",2010,33.75,0.0416002276033456,367.38,0.452832344204951,0,0,0,0,0,0,367.38,0.452832344204951
"28",2011,22.95,0.028288154770275,247.32,0.304846467877317,0,0,0,0,0,0,247.32,0.304846467877317
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
