"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,16.11,0.0168707111037707,125.73,0.131666946435574,0,0,0,0,0,0,125.73,0.131666946435574
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,7.47,0.00782273196431827,278.37,0.291514577899234,0,0,0,0,0,0,278.37,0.291514577899234
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,14.85,0.0155512141459339,470.52,0.492737863969348,0,0,0,0,0,0,470.52,0.492737863969348
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,7.56,0.00791698174702089,111.78,0.117058230116666,0,0,0,0,0,0,111.78,0.117058230116666
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,6.3,0.00659748478918408,105.48,0.110460745327482,0,0,0,0,0,0,105.48,0.110460745327482
"26",2009,8.55,0.00895372935674982,131.04,0.137227683615029,0,0,0,0,0,0,131.04,0.137227683615029
"27",2010,30.78,0.0322334256842994,61.47,0.0643726015858961,0,0,0,0,0,0,61.47,0.0643726015858961
"28",2011,25.56,0.0267669382875468,166.32,0.17417359843446,0,0,0,0,0,0,166.32,0.17417359843446
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
