"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,174.06,0.170616961931662,512.01,0.501882056064749,0,0,0,0,0,0,512.01,0.501882056064749
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,95.49,0.0936011357856739,419.58,0.411280391171359,0,0,0,0,0,0,419.58,0.411280391171359
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,151.56,0.148562028900165,648.81,0.635976048896252,0,0,0,0,0,0,648.81,0.635976048896252
"23",2006,0,0,0,0,0,0,0,0,0,0,0,0
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,127.89,0.12536023935103,231.03,0.226460052367413,5.4,0.00529318392755932,0,0,0.45,0.000441098660629943,236.43,0.231753236294972
"26",2009,44.01,0.0431394490096084,101.43,0.0994236381059892,68.49,0.0671352161478774,0.36,0.000352878928503955,0.81,0.000793977589133898,170.28,0.166911733182371
"27",2010,32.85,0.0322002022259859,56.43,0.0553137720429949,28.44,0.0278774353518124,20.88,0.0204669778532294,0,0,105.75,0.103658185248037
"28",2011,93.06,0.0912192030182723,211.23,0.207051711299695,14.94,0.0146444755329141,0,0,0.45,0.000441098660629943,226.17,0.221696186832609
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,28.17,0.0276127761554344,109.35,0.107186974533076,33.39,0.0327295206187418,0,0,2.52,0.00247015249952768,142.74,0.139916495151818
"31",2014,142.11,0.139298957026936,373.05,0.365670789662223,0,0,0,0,0,0,373.05,0.365670789662223
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
