"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,27,0.0332683170510778,216.09,0.266257430798793,0,0,0,0,0,0,216.09,0.266257430798793
"2",1985,0,0,81,0.0998049511532335,0,0,0,0,0,0,81,0.0998049511532335
"3",1986,0.81,0.000998049511532335,208.71,0.257164090804832,0,0,0,0,0,0,208.71,0.257164090804832
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,25.2,0.0310504292476726,420.57,0.518209485265622,0,0,0,0,0,0,420.57,0.518209485265622
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0.36,0.000443577560681038,32.49,0.0400328748514636,0,0,0,0,0,0,32.49,0.0400328748514636
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,25.83,0.0318266899788644,672.39,0.828491988962008,0,0,0,0,0,0,672.39,0.828491988962008
"24",2007,0,0,2.88,0.0035486204854483,0,0,0,0,0,0,2.88,0.0035486204854483
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,25.38,0.0312722180280132,232.56,0.28655110419995,0,0,0,0,0,0,232.56,0.28655110419995
"27",2010,0,0,0,0,0,0,0,0,0,0,0,0
"28",2011,14.49,0.0178539968174118,29.88,0.0368169375365261,0,0,0,0,0,0,29.88,0.0368169375365261
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,0,0,0,0,0,0,0,0,0,0,0,0
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
