"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,28.08,0.0187354638199308,489.33,0.326489476887704,0,0,0,0,0,0,489.33,0.326489476887704
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,1.8,0.00120099127050839,137.88,0.0919959313209423,0,0,0,0,0,0,137.88,0.0919959313209423
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,125.46,0.0837090915544344,146.52,0.0977606894193826,54.09,0.036089787678777,0,0,0,0,200.61,0.13385047709816
"15",1998,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,338.49,0.225846408419102,40.23,0.0268421548958624,0,0,0,0,63.09,0.0420947440313189,40.23,0.0268421548958624
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,40.68,0.0271424027134895,268.38,0.1790677984328,0,0,0,0,0,0,268.38,0.1790677984328
"23",2006,1.8,0.00120099127050839,1.8,0.00120099127050839,0.72,0.000480396508203354,0,0,3.24,0.00216178428691509,2.52,0.00168138777871174
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,0,0,0,0,0,0,0,0,0,0,0,0
"26",2009,120.33,0.0802862664334855,44.82,0.0299046826356588,0.99,0.000660545198779612,0,0,24.93,0.0166337290965411,45.81,0.0305652278344384
"27",2010,0.63,0.000420346944677935,0.45,0.000300247817627096,1.35,0.000900743452881289,0,0,0,0,1.8,0.00120099127050839
"28",2011,0,0,0,0,0,0,0,0,0,0,0,0
"29",2012,4.14,0.00276227992216929,3.42,0.00228188341396593,0,0,0,0,0,0,3.42,0.00228188341396593
"30",2013,0,0,0,0,0,0,0,0,0,0,0,0
"31",2014,18.54,0.0123702100862364,314.01,0.209512927140188,0,0,0,0,0,0,314.01,0.209512927140188
"32",2015,0,0,0,0,0,0,0,0,0,0,0,0
