"","Year","unburned_low_ha","unburned_low_pct","low_severity_ha","low_severity_pct","moderate_severity_ha","moderate_severity_pct","high_severity_ha","high_severity_pct","increased_greenness_ha","increased_greenness_pct","Total_ha","Total_pct"
"1",1984,0,0,0,0,0,0,0,0,0,0,0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,0,0
"4",1987,0,0,0,0,0,0,0,0,0,0,0,0
"5",1988,0,0,0,0,0,0,0,0,0,0,0,0
"6",1989,0,0,0,0,0,0,0,0,0,0,0,0
"7",1990,0,0,0,0,0,0,0,0,0,0,0,0
"8",1991,0,0,0,0,0,0,0,0,0,0,0,0
"9",1992,0,0,0,0,0,0,0,0,0,0,0,0
"10",1993,0,0,0,0,0,0,0,0,0,0,0,0
"11",1994,0,0,0,0,0,0,0,0,0,0,0,0
"12",1995,0,0,0,0,0,0,0,0,0,0,0,0
"13",1996,0,0,0,0,0,0,0,0,0,0,0,0
"14",1997,0,0,0,0,0,0,0,0,0,0,0,0
"15",1998,294.57,0.358488445777182,304.92,0.371084281788296,0,0,0,0,0.36,0.000438116035169181,304.92,0.371084281788296
"16",1999,0,0,0,0,0,0,0,0,0,0,0,0
"17",2000,0,0,0,0,0,0,0,0,0,0,0,0
"18",2001,0,0,0,0,0,0,0,0,0,0,0,0
"19",2002,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003,0,0,0,0,0,0,0,0,0,0,0,0
"21",2004,0,0,0,0,0,0,0,0,0,0,0,0
"22",2005,0,0,0,0,0,0,0,0,0,0,0,0
"23",2006,0,0,0,0,0,0,0,0,0,0,0,0
"24",2007,0,0,0,0,0,0,0,0,0,0,0,0
"25",2008,128.52,0.156407424555398,92.34,0.112376763020895,29.43,0.0358159858750806,1.98,0.0024096381934305,9.9,0.0120481909671525,123.75,0.150602387089406
"26",2009,2.97,0.00361445729014574,48.06,0.0584884906950857,0,0,0,0,0,0,48.06,0.0584884906950857
"27",2010,10.26,0.0124863070023217,26.82,0.032639644620104,25.11,0.0305585934530504,0.81,0.000985761079130657,0,0,52.74,0.064183999152285
"28",2011,176.85,0.21522450227686,282.06,0.343263913555053,241.83,0.294304446624897,8.55,0.0104052558352681,5.58,0.00679079854512231,532.44,0.647973616015219
"29",2012,0,0,0,0,0,0,0,0,0,0,0,0
"30",2013,186.66,0.22716316423522,259.83,0.316210248383356,219.06,0.266593607400447,0,0,34.92,0.0424972554114106,478.89,0.582803855783803
"31",2014,15.84,0.019277105547444,33.84,0.041182907305903,21.33,0.025958375083774,0,0,2.52,0.00306681224618427,55.17,0.067141282389677
"32",2015,124.65,0.151697677177329,191.16,0.232639614674835,36.36,0.0442497195520873,0,0,0.09,0.000109529008792295,227.52,0.276889334226922
