"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,10.6525448775997,0.0136179028443946,10.6525448775997,0.0136179028443946
"7",1990,0,0,10.6525448775997,0.0136179028443946
"8",1991,0,0,10.6525448775997,0.0136179028443946
"9",1992,0,0,10.6525448775997,0.0136179028443946
"10",1993,0,0,10.6525448775997,0.0136179028443946
"11",1994,0,0,10.6525448775997,0.0136179028443946
"12",1995,0,0,10.6525448775997,0.0136179028443946
"13",1996,0,0,10.6525448775997,0.0136179028443946
"14",1997,0,0,10.6525448775997,0.0136179028443946
"15",1998,0,0,10.6525448775997,0.0136179028443946
"16",1999,0,0,10.6525448775997,0.0136179028443946
"17",2000,0,0,10.6525448775997,0.0136179028443946
"18",2001,0,0,10.6525448775997,0.0136179028443946
"19",2002,0,0,10.6525448775997,0.0136179028443946
"20",2003,0,0,10.6525448775997,0.0136179028443946
"21",2004,0,0,10.6525448775997,0.0136179028443946
"22",2005,0,0,10.6525448775997,0.0136179028443946
"23",2006,0,0,10.6525448775997,0.0136179028443946
"24",2007,0,0,10.6525448775997,0.0136179028443946
"25",2008,0,0,10.6525448775997,0.0136179028443946
"26",2009,0,0,10.6525448775997,0.0136179028443946
"27",2010,0,0,10.6525448775997,0.0136179028443946
"28",2011,0,0,10.6525448775997,0.0136179028443946
"29",2012,0,0,10.6525448775997,0.0136179028443946
"30",2013,0,0,10.6525448775997,0.0136179028443946
"31",2014,0,0,10.6525448775997,0.0136179028443946
"32",2015,0,0,10.6525448775997,0.0136179028443946
