"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,12.2179644619949,0.000907453451190893,12.2179644619949,0.000907453451190893
"3",1986,0,0,12.2179644619949,0.000907453451190893
"4",1987,0,0,12.2179644619949,0.000907453451190893
"5",1988,0,0,12.2179644619949,0.000907453451190893
"6",1989,0,0,12.2179644619949,0.000907453451190893
"7",1990,0,0,12.2179644619949,0.000907453451190893
"8",1991,0,0,12.2179644619949,0.000907453451190893
"9",1992,0,0,12.2179644619949,0.000907453451190893
"10",1993,0,0,12.2179644619949,0.000907453451190893
"11",1994,0,0,12.2179644619949,0.000907453451190893
"12",1995,0,0,12.2179644619949,0.000907453451190893
"13",1996,0,0,12.2179644619949,0.000907453451190893
"14",1997,0,0,12.2179644619949,0.000907453451190893
"15",1998,0,0,12.2179644619949,0.000907453451190893
"16",1999,0,0,12.2179644619949,0.000907453451190893
"17",2000,0,0,12.2179644619949,0.000907453451190893
"18",2001,0,0,12.2179644619949,0.000907453451190893
"19",2002,0,0,12.2179644619949,0.000907453451190893
"20",2003,0,0,12.2179644619949,0.000907453451190893
"21",2004,0,0,12.2179644619949,0.000907453451190893
"22",2005,0,0,12.2179644619949,0.000907453451190893
"23",2006,0,0,12.2179644619949,0.000907453451190893
"24",2007,0,0,12.2179644619949,0.000907453451190893
"25",2008,0,0,12.2179644619949,0.000907453451190893
"26",2009,0,0,12.2179644619949,0.000907453451190893
"27",2010,0,0,12.2179644619949,0.000907453451190893
"28",2011,0,0,12.2179644619949,0.000907453451190893
"29",2012,0,0,12.2179644619949,0.000907453451190893
"30",2013,0,0,12.2179644619949,0.000907453451190893
"31",2014,0,0,12.2179644619949,0.000907453451190893
"32",2015,0,0,12.2179644619949,0.000907453451190893
