"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,443.134579303065,0.219071124517722,443.134579303065,0.219071124517722
"5",1988,0,0,443.134579303065,0.219071124517722
"6",1989,0,0,443.134579303065,0.219071124517722
"7",1990,0,0,443.134579303065,0.219071124517722
"8",1991,0,0,443.134579303065,0.219071124517722
"9",1992,0,0,443.134579303065,0.219071124517722
"10",1993,0,0,443.134579303065,0.219071124517722
"11",1994,0,0,443.134579303065,0.219071124517722
"12",1995,0,0,443.134579303065,0.219071124517722
"13",1996,0,0,443.134579303065,0.219071124517722
"14",1997,0,0,443.134579303065,0.219071124517722
"15",1998,0,0,443.134579303065,0.219071124517722
"16",1999,0,0,443.134579303065,0.219071124517722
"17",2000,0,0,443.134579303065,0.219071124517722
"18",2001,0,0,443.134579303065,0.219071124517722
"19",2002,0,0,443.134579303065,0.219071124517722
"20",2003,0,0,443.134579303065,0.219071124517722
"21",2004,0,0,443.134579303065,0.219071124517722
"22",2005,0,0,443.134579303065,0.219071124517722
"23",2006,0,0,443.134579303065,0.219071124517722
"24",2007,0,0,443.134579303065,0.219071124517722
"25",2008,0,0,443.134579303065,0.219071124517722
"26",2009,0,0,443.134579303065,0.219071124517722
"27",2010,0,0,443.134579303065,0.219071124517722
"28",2011,0,0,443.134579303065,0.219071124517722
"29",2012,0,0,443.134579303065,0.219071124517722
"30",2013,0,0,443.134579303065,0.219071124517722
"31",2014,0,0,443.134579303065,0.219071124517722
"32",2015,0,0,443.134579303065,0.219071124517722
