"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,262.478870252715,0.104301656005699,262.478870252715,0.104301656005699
"3",1986,0,0,262.478870252715,0.104301656005699
"4",1987,0,0,262.478870252715,0.104301656005699
"5",1988,0,0,262.478870252715,0.104301656005699
"6",1989,0,0,262.478870252715,0.104301656005699
"7",1990,0,0,262.478870252715,0.104301656005699
"8",1991,0,0,262.478870252715,0.104301656005699
"9",1992,0,0,262.478870252715,0.104301656005699
"10",1993,0,0,262.478870252715,0.104301656005699
"11",1994,0,0,262.478870252715,0.104301656005699
"12",1995,0,0,262.478870252715,0.104301656005699
"13",1996,0,0,262.478870252715,0.104301656005699
"14",1997,0,0,262.478870252715,0.104301656005699
"15",1998,0,0,262.478870252715,0.104301656005699
"16",1999,0,0,262.478870252715,0.104301656005699
"17",2000,0,0,262.478870252715,0.104301656005699
"18",2001,0,0,262.478870252715,0.104301656005699
"19",2002,0,0,262.478870252715,0.104301656005699
"20",2003,0,0,262.478870252715,0.104301656005699
"21",2004,0,0,262.478870252715,0.104301656005699
"22",2005,0,0,262.478870252715,0.104301656005699
"23",2006,0,0,262.478870252715,0.104301656005699
"24",2007,0,0,262.478870252715,0.104301656005699
"25",2008,0,0,262.478870252715,0.104301656005699
"26",2009,0,0,262.478870252715,0.104301656005699
"27",2010,0,0,262.478870252715,0.104301656005699
"28",2011,0,0,262.478870252715,0.104301656005699
"29",2012,0,0,262.478870252715,0.104301656005699
"30",2013,0,0,262.478870252715,0.104301656005699
"31",2014,0,0,262.478870252715,0.104301656005699
"32",2015,0,0,262.478870252715,0.104301656005699
