"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,10.9235874994012,0.0908301170434142,10.9235874994012,0.0908301170434142
"6",1989,0,0,10.9235874994012,0.0908301170434142
"7",1990,0,0,10.9235874994012,0.0908301170434142
"8",1991,0,0,10.9235874994012,0.0908301170434142
"9",1992,0,0,10.9235874994012,0.0908301170434142
"10",1993,0,0,10.9235874994012,0.0908301170434142
"11",1994,0,0,10.9235874994012,0.0908301170434142
"12",1995,0,0,10.9235874994012,0.0908301170434142
"13",1996,0,0,10.9235874994012,0.0908301170434142
"14",1997,0,0,10.9235874994012,0.0908301170434142
"15",1998,0,0,10.9235874994012,0.0908301170434142
"16",1999,0,0,10.9235874994012,0.0908301170434142
"17",2000,0,0,10.9235874994012,0.0908301170434142
"18",2001,0,0,10.9235874994012,0.0908301170434142
"19",2002,0,0,10.9235874994012,0.0908301170434142
"20",2003,0,0,10.9235874994012,0.0908301170434142
"21",2004,0,0,10.9235874994012,0.0908301170434142
"22",2005,0,0,10.9235874994012,0.0908301170434142
"23",2006,0,0,10.9235874994012,0.0908301170434142
"24",2007,0,0,10.9235874994012,0.0908301170434142
"25",2008,0,0,10.9235874994012,0.0908301170434142
"26",2009,0,0,10.9235874994012,0.0908301170434142
"27",2010,0,0,10.9235874994012,0.0908301170434142
"28",2011,0,0,10.9235874994012,0.0908301170434142
"29",2012,0,0,10.9235874994012,0.0908301170434142
"30",2013,0,0,10.9235874994012,0.0908301170434142
"31",2014,0,0,10.9235874994012,0.0908301170434142
"32",2015,0,0,10.9235874994012,0.0908301170434142
