"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,275.537963815418,0.690032587571152,275.537963815418,0.690032587571152
"3",1986,0,0,275.537963815418,0.690032587571152
"4",1987,0,0,275.537963815418,0.690032587571152
"5",1988,0,0,275.537963815418,0.690032587571152
"6",1989,0,0,275.537963815418,0.690032587571152
"7",1990,0,0,275.537963815418,0.690032587571152
"8",1991,0,0,275.537963815418,0.690032587571152
"9",1992,0,0,275.537963815418,0.690032587571152
"10",1993,0,0,275.537963815418,0.690032587571152
"11",1994,0,0,275.537963815418,0.690032587571152
"12",1995,0,0,275.537963815418,0.690032587571152
"13",1996,0,0,275.537963815418,0.690032587571152
"14",1997,0,0,275.537963815418,0.690032587571152
"15",1998,0,0,275.537963815418,0.690032587571152
"16",1999,0,0,275.537963815418,0.690032587571152
"17",2000,0,0,275.537963815418,0.690032587571152
"18",2001,0,0,275.537963815418,0.690032587571152
"19",2002,0,0,275.537963815418,0.690032587571152
"20",2003,0,0,275.537963815418,0.690032587571152
"21",2004,0,0,275.537963815418,0.690032587571152
"22",2005,0,0,275.537963815418,0.690032587571152
"23",2006,0,0,275.537963815418,0.690032587571152
"24",2007,0,0,275.537963815418,0.690032587571152
"25",2008,0,0,275.537963815418,0.690032587571152
"26",2009,0,0,275.537963815418,0.690032587571152
"27",2010,0,0,275.537963815418,0.690032587571152
"28",2011,0,0,275.537963815418,0.690032587571152
"29",2012,0,0,275.537963815418,0.690032587571152
"30",2013,0,0,275.537963815418,0.690032587571152
"31",2014,0,0,275.537963815418,0.690032587571152
"32",2015,0,0,275.537963815418,0.690032587571152
