"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,88.3862310340562,0.146097620172552,88.3862310340562,0.146097620172552
"3",1986,0,0,88.3862310340562,0.146097620172552
"4",1987,0,0,88.3862310340562,0.146097620172552
"5",1988,0,0,88.3862310340562,0.146097620172552
"6",1989,0,0,88.3862310340562,0.146097620172552
"7",1990,0,0,88.3862310340562,0.146097620172552
"8",1991,0,0,88.3862310340562,0.146097620172552
"9",1992,0,0,88.3862310340562,0.146097620172552
"10",1993,0,0,88.3862310340562,0.146097620172552
"11",1994,0,0,88.3862310340562,0.146097620172552
"12",1995,0,0,88.3862310340562,0.146097620172552
"13",1996,0,0,88.3862310340562,0.146097620172552
"14",1997,0,0,88.3862310340562,0.146097620172552
"15",1998,0,0,88.3862310340562,0.146097620172552
"16",1999,0,0,88.3862310340562,0.146097620172552
"17",2000,0,0,88.3862310340562,0.146097620172552
"18",2001,0,0,88.3862310340562,0.146097620172552
"19",2002,0,0,88.3862310340562,0.146097620172552
"20",2003,0,0,88.3862310340562,0.146097620172552
"21",2004,0,0,88.3862310340562,0.146097620172552
"22",2005,0,0,88.3862310340562,0.146097620172552
"23",2006,0,0,88.3862310340562,0.146097620172552
"24",2007,0,0,88.3862310340562,0.146097620172552
"25",2008,0,0,88.3862310340562,0.146097620172552
"26",2009,0,0,88.3862310340562,0.146097620172552
"27",2010,0,0,88.3862310340562,0.146097620172552
"28",2011,0,0,88.3862310340562,0.146097620172552
"29",2012,0,0,88.3862310340562,0.146097620172552
"30",2013,0,0,88.3862310340562,0.146097620172552
"31",2014,0,0,88.3862310340562,0.146097620172552
"32",2015,0,0,88.3862310340562,0.146097620172552
