"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,0,0,0,0
"10",1993,0,0,0,0
"11",1994,0,0,0,0
"12",1995,0,0,0,0
"13",1996,0,0,0,0
"14",1997,211.459560177708,0.0156811102560895,211.459560177708,0.0156811102560895
"15",1998,0,0,211.459560177708,0.0156811102560895
"16",1999,0,0,211.459560177708,0.0156811102560895
"17",2000,0,0,211.459560177708,0.0156811102560895
"18",2001,0,0,211.459560177708,0.0156811102560895
"19",2002,0,0,211.459560177708,0.0156811102560895
"20",2003,0,0,211.459560177708,0.0156811102560895
"21",2004,0,0,211.459560177708,0.0156811102560895
"22",2005,0,0,211.459560177708,0.0156811102560895
"23",2006,0,0,211.459560177708,0.0156811102560895
"24",2007,0,0,211.459560177708,0.0156811102560895
"25",2008,0,0,211.459560177708,0.0156811102560895
"26",2009,0,0,211.459560177708,0.0156811102560895
"27",2010,0,0,211.459560177708,0.0156811102560895
"28",2011,0,0,211.459560177708,0.0156811102560895
"29",2012,0,0,211.459560177708,0.0156811102560895
"30",2013,0,0,211.459560177708,0.0156811102560895
"31",2014,0,0,211.459560177708,0.0156811102560895
"32",2015,0,0,211.459560177708,0.0156811102560895
