"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,0,0,0,0
"10",1993,0,0,0,0
"11",1994,0,0,0,0
"12",1995,210.966513574256,0.00957048717879861,210.966513574256,0.00957048717879861
"13",1996,19.4694697797769,0.000883231692786051,230.435983354033,0.0104537188715847
"14",1997,0,0,230.435983354033,0.0104537188715847
"15",1998,0,0,230.435983354033,0.0104537188715847
"16",1999,0,0,230.435983354033,0.0104537188715847
"17",2000,0,0,230.435983354033,0.0104537188715847
"18",2001,0,0,230.435983354033,0.0104537188715847
"19",2002,413.631207646129,0.0187643626586022,644.067191000162,0.0292180815301869
"20",2003,0,0,644.067191000162,0.0292180815301869
"21",2004,214.400220683341,0.00972625716004578,858.467411683503,0.0389443386902326
"22",2005,0,0,858.467411683503,0.0389443386902326
"23",2006,0,0,858.467411683503,0.0389443386902326
"24",2007,415.53893558557,0.0188509066578167,1274.00634726907,0.0577952453480493
"25",2008,0,0,1274.00634726907,0.0577952453480493
"26",2009,0,0,1274.00634726907,0.0577952453480493
"27",2010,0,0,1274.00634726907,0.0577952453480493
"28",2011,0,0,1274.00634726907,0.0577952453480493
"29",2012,0,0,1274.00634726907,0.0577952453480493
"30",2013,0,0,1274.00634726907,0.0577952453480493
"31",2014,0,0,1274.00634726907,0.0577952453480493
"32",2015,0,0,1274.00634726907,0.0577952453480493
