"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,1.60112143473432,0.0335141032403883,1.60112143473432,0.0335141032403883
"4",1987,0,0,1.60112143473432,0.0335141032403883
"5",1988,0,0,1.60112143473432,0.0335141032403883
"6",1989,0,0,1.60112143473432,0.0335141032403883
"7",1990,0,0,1.60112143473432,0.0335141032403883
"8",1991,0,0,1.60112143473432,0.0335141032403883
"9",1992,0,0,1.60112143473432,0.0335141032403883
"10",1993,0,0,1.60112143473432,0.0335141032403883
"11",1994,0,0,1.60112143473432,0.0335141032403883
"12",1995,0,0,1.60112143473432,0.0335141032403883
"13",1996,0,0,1.60112143473432,0.0335141032403883
"14",1997,0,0,1.60112143473432,0.0335141032403883
"15",1998,0,0,1.60112143473432,0.0335141032403883
"16",1999,0,0,1.60112143473432,0.0335141032403883
"17",2000,0,0,1.60112143473432,0.0335141032403883
"18",2001,0,0,1.60112143473432,0.0335141032403883
"19",2002,0,0,1.60112143473432,0.0335141032403883
"20",2003,0,0,1.60112143473432,0.0335141032403883
"21",2004,0,0,1.60112143473432,0.0335141032403883
"22",2005,0,0,1.60112143473432,0.0335141032403883
"23",2006,0,0,1.60112143473432,0.0335141032403883
"24",2007,0,0,1.60112143473432,0.0335141032403883
"25",2008,0,0,1.60112143473432,0.0335141032403883
"26",2009,0,0,1.60112143473432,0.0335141032403883
"27",2010,0,0,1.60112143473432,0.0335141032403883
"28",2011,0,0,1.60112143473432,0.0335141032403883
"29",2012,0,0,1.60112143473432,0.0335141032403883
"30",2013,0,0,1.60112143473432,0.0335141032403883
"31",2014,0,0,1.60112143473432,0.0335141032403883
"32",2015,0,0,1.60112143473432,0.0335141032403883
