"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0.277648139089026,0.000591735842530433,0.277648139089026,0.000591735842530433
"8",1991,0,0,0.277648139089026,0.000591735842530433
"9",1992,0,0,0.277648139089026,0.000591735842530433
"10",1993,0,0,0.277648139089026,0.000591735842530433
"11",1994,0,0,0.277648139089026,0.000591735842530433
"12",1995,0,0,0.277648139089026,0.000591735842530433
"13",1996,0,0,0.277648139089026,0.000591735842530433
"14",1997,0,0,0.277648139089026,0.000591735842530433
"15",1998,309.882692346982,0.660435530535808,310.160340486071,0.661027266378338
"16",1999,0,0,310.160340486071,0.661027266378338
"17",2000,0,0,310.160340486071,0.661027266378338
"18",2001,0,0,310.160340486071,0.661027266378338
"19",2002,0,0,310.160340486071,0.661027266378338
"20",2003,0,0,310.160340486071,0.661027266378338
"21",2004,0,0,310.160340486071,0.661027266378338
"22",2005,0,0,310.160340486071,0.661027266378338
"23",2006,0,0,310.160340486071,0.661027266378338
"24",2007,0,0,310.160340486071,0.661027266378338
"25",2008,84.443799852782,0.179970315004831,394.604140338853,0.84099758138317
"26",2009,0,0,394.604140338853,0.84099758138317
"27",2010,0,0,394.604140338853,0.84099758138317
"28",2011,0,0,394.604140338853,0.84099758138317
"29",2012,0,0,394.604140338853,0.84099758138317
"30",2013,0,0,394.604140338853,0.84099758138317
"31",2014,0,0,394.604140338853,0.84099758138317
"32",2015,0,0,394.604140338853,0.84099758138317
