"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,2696.71369446575,0.0460816111291249,2696.71369446575,0.0460816111291249
"10",1993,0,0,2696.71369446575,0.0460816111291249
"11",1994,0,0,2696.71369446575,0.0460816111291249
"12",1995,2500.81812165892,0.0427341354120967,5197.53181612468,0.0888157465412216
"13",1996,0,0,5197.53181612468,0.0888157465412216
"14",1997,343.860342771483,0.00587590689765911,5541.39215889616,0.0946916534388807
"15",1998,0,0,5541.39215889616,0.0946916534388807
"16",1999,27.637899452283,0.000472278142688882,5569.03005834844,0.0951639315815696
"17",2000,0,0,5569.03005834844,0.0951639315815696
"18",2001,0,0,5569.03005834844,0.0951639315815696
"19",2002,532.958583258705,0.009107229377764,6101.98864160715,0.104271160959334
"20",2003,0,0,6101.98864160715,0.104271160959334
"21",2004,0,0,6101.98864160715,0.104271160959334
"22",2005,0,0,6101.98864160715,0.104271160959334
"23",2006,0,0,6101.98864160715,0.104271160959334
"24",2007,0,0,6101.98864160715,0.104271160959334
"25",2008,0,0,6101.98864160715,0.104271160959334
"26",2009,0,0,6101.98864160715,0.104271160959334
"27",2010,93.3939319880001,0.00159592131138103,6195.38257359515,0.105867082270715
"28",2011,0,0,6195.38257359515,0.105867082270715
"29",2012,0,0,6195.38257359515,0.105867082270715
"30",2013,0,0,6195.38257359515,0.105867082270715
"31",2014,0,0,6195.38257359515,0.105867082270715
"32",2015,0,0,6195.38257359515,0.105867082270715
