"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,1302.55738904404,0.354201473800234,1302.55738904404,0.354201473800234
"10",1993,0,0,1302.55738904404,0.354201473800234
"11",1994,0,0,1302.55738904404,0.354201473800234
"12",1995,1401.83613021252,0.381198116508403,2704.39351925656,0.735399590308637
"13",1996,0,0,2704.39351925656,0.735399590308637
"14",1997,0,0,2704.39351925656,0.735399590308637
"15",1998,0,0,2704.39351925656,0.735399590308637
"16",1999,0,0,2704.39351925656,0.735399590308637
"17",2000,0,0,2704.39351925656,0.735399590308637
"18",2001,0,0,2704.39351925656,0.735399590308637
"19",2002,0,0,2704.39351925656,0.735399590308637
"20",2003,0,0,2704.39351925656,0.735399590308637
"21",2004,0,0,2704.39351925656,0.735399590308637
"22",2005,0,0,2704.39351925656,0.735399590308637
"23",2006,0,0,2704.39351925656,0.735399590308637
"24",2007,0,0,2704.39351925656,0.735399590308637
"25",2008,0,0,2704.39351925656,0.735399590308637
"26",2009,0,0,2704.39351925656,0.735399590308637
"27",2010,0,0,2704.39351925656,0.735399590308637
"28",2011,0,0,2704.39351925656,0.735399590308637
"29",2012,0,0,2704.39351925656,0.735399590308637
"30",2013,0,0,2704.39351925656,0.735399590308637
"31",2014,0,0,2704.39351925656,0.735399590308637
"32",2015,0,0,2704.39351925656,0.735399590308637
