"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,242.317603733261,0.0130347907339257,242.317603733261,0.0130347907339257
"2",1985,310.838071653851,0.0167206556755364,553.155675387112,0.0297554464094621
"3",1986,115.112568407247,0.00619215532390644,668.268243794359,0.0359476017333686
"4",1987,0,0,668.268243794359,0.0359476017333686
"5",1988,448.185075515103,0.0241088496229883,1116.45331930946,0.0600564513563568
"6",1989,0,0,1116.45331930946,0.0600564513563568
"7",1990,0,0,1116.45331930946,0.0600564513563568
"8",1991,235.278663654156,0.0126561508435248,1351.73198296362,0.0727126021998816
"9",1992,264.809189939519,0.0142446620555129,1616.54117290314,0.0869572642553945
"10",1993,0,0,1616.54117290314,0.0869572642553945
"11",1994,0,0,1616.54117290314,0.0869572642553945
"12",1995,412.295457854891,0.0221782690604781,2028.83663075803,0.109135533315873
"13",1996,0,0,2028.83663075803,0.109135533315873
"14",1997,409.963408017558,0.0220528230295567,2438.80003877559,0.131188356345429
"15",1998,366.64082652764,0.0197224071824433,2805.44086530323,0.150910763527873
"16",1999,355.078491071842,0.0191004440202966,3160.51935637507,0.170011207548169
"17",2000,0,0,3160.51935637507,0.170011207548169
"18",2001,253.408361150691,0.0136313866881184,3413.92771752576,0.183642594236288
"19",2002,0,0,3413.92771752576,0.183642594236288
"20",2003,390.878201835605,0.0210261882953777,3804.80591936136,0.204668782531665
"21",2004,0,0,3804.80591936136,0.204668782531665
"22",2005,0,0,3804.80591936136,0.204668782531665
"23",2006,217.421014307865,0.0116955490603999,4022.22693366923,0.216364331592065
"24",2007,0,0,4022.22693366923,0.216364331592065
"25",2008,0,0,4022.22693366923,0.216364331592065
"26",2009,0,0,4022.22693366923,0.216364331592065
"27",2010,4.86671188578558,0.000261791013183482,4027.09364555501,0.216626122605249
"28",2011,0,0,4027.09364555501,0.216626122605249
"29",2012,0,0,4027.09364555501,0.216626122605249
"30",2013,0,0,4027.09364555501,0.216626122605249
"31",2014,0,0,4027.09364555501,0.216626122605249
"32",2015,350.346752618791,0.0188459135215092,4377.44039817381,0.235472036126758
