"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,24.1002021678042,0.169518940108772,24.1002021678042,0.169518940108772
"6",1989,0,0,24.1002021678042,0.169518940108772
"7",1990,0,0,24.1002021678042,0.169518940108772
"8",1991,0,0,24.1002021678042,0.169518940108772
"9",1992,0,0,24.1002021678042,0.169518940108772
"10",1993,0,0,24.1002021678042,0.169518940108772
"11",1994,0,0,24.1002021678042,0.169518940108772
"12",1995,0,0,24.1002021678042,0.169518940108772
"13",1996,0,0,24.1002021678042,0.169518940108772
"14",1997,0,0,24.1002021678042,0.169518940108772
"15",1998,0,0,24.1002021678042,0.169518940108772
"16",1999,0,0,24.1002021678042,0.169518940108772
"17",2000,0,0,24.1002021678042,0.169518940108772
"18",2001,0,0,24.1002021678042,0.169518940108772
"19",2002,0,0,24.1002021678042,0.169518940108772
"20",2003,0,0,24.1002021678042,0.169518940108772
"21",2004,0,0,24.1002021678042,0.169518940108772
"22",2005,0,0,24.1002021678042,0.169518940108772
"23",2006,0,0,24.1002021678042,0.169518940108772
"24",2007,24.5401935519661,0.172613805146865,48.6403957197703,0.342132745255636
"25",2008,0,0,48.6403957197703,0.342132745255636
"26",2009,24.4640995063336,0.172078565571927,73.1044952261038,0.514211310827563
"27",2010,0,0,73.1044952261038,0.514211310827563
"28",2011,0,0,73.1044952261038,0.514211310827563
"29",2012,0,0,73.1044952261038,0.514211310827563
"30",2013,0,0,73.1044952261038,0.514211310827563
"31",2014,0,0,73.1044952261038,0.514211310827563
"32",2015,0,0,73.1044952261038,0.514211310827563
