"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,0,0,0,0
"10",1993,0,0,0,0
"11",1994,0,0,0,0
"12",1995,340.332113267312,0.508848943238664,340.332113267312,0.508848943238664
"13",1996,0,0,340.332113267312,0.508848943238664
"14",1997,0,0,340.332113267312,0.508848943238664
"15",1998,0,0,340.332113267312,0.508848943238664
"16",1999,0,0,340.332113267312,0.508848943238664
"17",2000,0,0,340.332113267312,0.508848943238664
"18",2001,0,0,340.332113267312,0.508848943238664
"19",2002,0,0,340.332113267312,0.508848943238664
"20",2003,0,0,340.332113267312,0.508848943238664
"21",2004,0,0,340.332113267312,0.508848943238664
"22",2005,0,0,340.332113267312,0.508848943238664
"23",2006,0,0,340.332113267312,0.508848943238664
"24",2007,0,0,340.332113267312,0.508848943238664
"25",2008,0,0,340.332113267312,0.508848943238664
"26",2009,0,0,340.332113267312,0.508848943238664
"27",2010,0,0,340.332113267312,0.508848943238664
"28",2011,1.35781947529335,0.00203014931056245,341.689932742606,0.510879092549226
"29",2012,0,0,341.689932742606,0.510879092549226
"30",2013,0,0,341.689932742606,0.510879092549226
"31",2014,0,0,341.689932742606,0.510879092549226
"32",2015,0,0,341.689932742606,0.510879092549226
