"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,408.305289306559,0.000609515889906805,408.305289306559,0.000609515889906805
"5",1988,511.8032277717,0.000764017043135159,920.108517078259,0.00137353293304196
"6",1989,0,0,920.108517078259,0.00137353293304196
"7",1990,35.357675640205,5.27817437032882e-05,955.466192718464,0.00142631467674525
"8",1991,491.533452982884,0.000733758434828619,1446.99964570135,0.00216007311157387
"9",1992,0,0,1446.99964570135,0.00216007311157387
"10",1993,166.99931586567,0.000249295660109041,1613.99896156702,0.00240936877168291
"11",1994,0,0,1613.99896156702,0.00240936877168291
"12",1995,0,0,1613.99896156702,0.00240936877168291
"13",1996,0,0,1613.99896156702,0.00240936877168291
"14",1997,0,0,1613.99896156702,0.00240936877168291
"15",1998,301.353709717868,0.000449859160206703,1915.35267128489,0.00285922793188961
"16",1999,0,0,1915.35267128489,0.00285922793188961
"17",2000,0,0,1915.35267128489,0.00285922793188961
"18",2001,0,0,1915.35267128489,0.00285922793188961
"19",2002,0,0,1915.35267128489,0.00285922793188961
"20",2003,0,0,1915.35267128489,0.00285922793188961
"21",2004,0,0,1915.35267128489,0.00285922793188961
"22",2005,0,0,1915.35267128489,0.00285922793188961
"23",2006,0,0,1915.35267128489,0.00285922793188961
"24",2007,0,0,1915.35267128489,0.00285922793188961
"25",2008,0,0,1915.35267128489,0.00285922793188961
"26",2009,527.442617360426,0.000787363437885423,2442.79528864531,0.00364659136977504
"27",2010,0,0,2442.79528864531,0.00364659136977504
"28",2011,0,0,2442.79528864531,0.00364659136977504
"29",2012,0,0,2442.79528864531,0.00364659136977504
"30",2013,0,0,2442.79528864531,0.00364659136977504
"31",2014,0,0,2442.79528864531,0.00364659136977504
"32",2015,0,0,2442.79528864531,0.00364659136977504
