"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,46.9848628037979,1,46.9848628037979,1
"6",1989,0,0,46.9848628037979,1
"7",1990,0,0,46.9848628037979,1
"8",1991,0,0,46.9848628037979,1
"9",1992,0,0,46.9848628037979,1
"10",1993,0,0,46.9848628037979,1
"11",1994,0,0,46.9848628037979,1
"12",1995,0,0,46.9848628037979,1
"13",1996,0,0,46.9848628037979,1
"14",1997,0,0,46.9848628037979,1
"15",1998,0,0,46.9848628037979,1
"16",1999,0,0,46.9848628037979,1
"17",2000,46.9848628037979,1,93.9697256075957,2
"18",2001,0,0,93.9697256075957,2
"19",2002,0,0,93.9697256075957,2
"20",2003,0,0,93.9697256075957,2
"21",2004,0,0,93.9697256075957,2
"22",2005,0,0,93.9697256075957,2
"23",2006,0,0,93.9697256075957,2
"24",2007,0,0,93.9697256075957,2
"25",2008,0,0,93.9697256075957,2
"26",2009,0,0,93.9697256075957,2
"27",2010,0,0,93.9697256075957,2
"28",2011,21.5783698143411,0.459262165017897,115.548095421937,2.4592621650179
"29",2012,0,0,115.548095421937,2.4592621650179
"30",2013,0,0,115.548095421937,2.4592621650179
"31",2014,0,0,115.548095421937,2.4592621650179
"32",2015,0,0,115.548095421937,2.4592621650179
