"","Year","Burned_ha","Burned_pct","Burned_ha_cum","Burned_pct_cum"
"1",1984,0,0,0,0
"2",1985,0,0,0,0
"3",1986,0,0,0,0
"4",1987,0,0,0,0
"5",1988,0,0,0,0
"6",1989,0,0,0,0
"7",1990,0,0,0,0
"8",1991,0,0,0,0
"9",1992,0,0,0,0
"10",1993,0,0,0,0
"11",1994,0,0,0,0
"12",1995,295.629868308432,0.00143757266666582,295.629868308432,0.00143757266666582
"13",1996,0,0,295.629868308432,0.00143757266666582
"14",1997,0,0,295.629868308432,0.00143757266666582
"15",1998,0,0,295.629868308432,0.00143757266666582
"16",1999,0,0,295.629868308432,0.00143757266666582
"17",2000,273.613739432958,0.0013305138458563,569.24360774139,0.00276808651252213
"18",2001,0,0,569.24360774139,0.00276808651252213
"19",2002,0,0,569.24360774139,0.00276808651252213
"20",2003,0,0,569.24360774139,0.00276808651252213
"21",2004,0,0,569.24360774139,0.00276808651252213
"22",2005,16.713616227906,8.12740538967208e-05,585.957223969296,0.00284936056641885
"23",2006,0,0,585.957223969296,0.00284936056641885
"24",2007,0,0,585.957223969296,0.00284936056641885
"25",2008,0,0,585.957223969296,0.00284936056641885
"26",2009,0,0,585.957223969296,0.00284936056641885
"27",2010,0,0,585.957223969296,0.00284936056641885
"28",2011,0,0,585.957223969296,0.00284936056641885
"29",2012,248.659771512376,0.00120916906289257,834.616995481672,0.00405852962931141
"30",2013,0,0,834.616995481672,0.00405852962931141
"31",2014,0,0,834.616995481672,0.00405852962931141
"32",2015,0,0,834.616995481672,0.00405852962931141
