"","x"
"1873","370998"
"1874","371472"
"1875","371892"
"1876","371927"
"1877","371950"
"1878","372914"
"1879","372920"
"1880","372931"
"1881","373417"
"1882","373429"
"1883","373432"
"1884","373436"
"1885","373450"
"1886","373937"
"1887","373938"
"1888","374382"
"1889","374409"
"1890","374423"
"1891","30935"
"1892","374702"
"1893","130153"
"1894","374862"
"1895","374864"
"1896","374878"
"1897","374913"
"1898","374944"
"1899","375066"
"1900","375077"
"1901","375166"
"1902","113873"
"1903","375894"
"1904","376731"
"1905","376860"
"1906","376866"
"1907","376875"
"1908","376882"
"1909","376886"
"1910","376892"
"1911","376898"
"1912","376901"
"1913","376903"
"1914","376979"
"1915","377126"
"1916","377136"
"1917","377234"
"1918","377377"
"1919","377397"
"1920","377400"
"1921","377403"
"1922","377413"
"1923","377630"
"1924","377637"
"1925","377643"
"1926","377656"
"1927","377659"
"1928","377663"
"1929","377672"
"1930","377756"
"1931","377891"
"1932","377894"
"1933","377895"
"1934","377921"
"1935","377923"
"1936","378129"
"1937","378143"
"1938","378144"
"1939","378145"
"1940","378162"
"1941","378176"
"1942","378184"
"1943","378252"
"1944","378375"
"1945","378392"
"1946","378394"
"1947","378397"
"1948","378404"
"1949","378411"
"1950","378412"
"1951","378415"
"1952","378418"
"1953","378421"
"1954","378496"
"1955","378497"
"1956","378637"
"1957","378651"
"1958","378660"
"1959","378672"
"1960","378679"
"1961","378680"
"1962","378684"
"1963","378685"
"1964","378688"
"1965","378906"
"1966","380596"
"1967","380787"
"1968","381085"
"1969","381133"
"1970","381325"
"1971","381326"
"1972","381328"
"1973","381334"
"1974","381497"
"1975","381506"
"1976","381526"
"1977","381531"
"1978","381895"
"1979","381918"
"1980","382092"
"1981","382115"
"1982","382117"
"1983","382118"
"1984","382130"
"1985","382154"
"1986","382172"
"1987","382188"
"1988","382189"
"1989","382199"
"1990","382200"
"1991","382204"
"1992","382213"
"1993","382224"
"1994","382231"
"1995","382238"
"1996","382264"
"1997","382268"
"1998","382269"
"1999","382275"
"2000","382282"
"2001","382283"
"2002","382289"
"2003","382291"
"2004","382310"
"2005","382322"
"2006","382333"
"2007","382424"
"2008","382426"
"2009","382565"
"2010","382703"
"2011","382706"
"2012","382727"
"2013","382744"
"2014","382745"
"2015","382758"
"2016","382760"
"2017","382774"
"2018","382787"
"2019","382793"
"2020","382794"
"2021","382795"
"2022","382796"
"2023","382801"
"2024","382804"
"2025","382811"
"2026","382816"
"2027","382846"
"2028","382866"
"2029","382867"
"2030","382873"
"2031","382874"
"2032","382880"
"2033","382897"
"2034","382898"
"2035","382909"
"2036","382926"
"2037","382932"
"2038","382938"
"2039","383011"
"2040","383271"
"2041","383272"
"2042","383311"
"2043","383315"
"2044","383316"
"2045","383319"
"2046","383333"
"2047","383339"
"2048","383341"
"2049","383351"
"2050","383361"
"2051","383388"
"2052","383392"
"2053","383433"
"2054","383435"
"2055","383437"
"2056","383471"
"2057","383474"
"2058","383478"
"2059","383480"
"2060","383496"
"2061","383523"
"2062","383537"
"2063","383557"
"2064","383568"
"2065","383871"
"2066","383873"
"2067","383874"
"2068","383902"
"2069","383910"
"2070","383911"
"2071","383916"
"2072","383923"
"2073","383925"
"2074","383927"
"2075","383928"
"2076","383934"
"2077","383939"
"2078","383941"
"2079","383954"
"2080","383967"
"2081","383974"
"2082","383979"
"2083","383982"
"2084","383996"
"2085","383998"
"2086","383999"
"2087","384001"
"2088","384004"
"2089","384023"
"2090","384028"
"2091","384046"
"2092","384054"
"2093","384060"
"2094","384076"
"2095","384077"
"2096","384102"
"2097","384123"
"2098","384135"
"2099","384154"
"2100","384336"
"2101","384449"
"2102","384484"
"2103","384487"
"2104","384490"
"2105","384502"
"2106","384503"
"2107","384505"
"2108","384520"
"2109","384532"
"2110","384541"
"2111","384546"
"2112","384568"
"2113","384575"
"2114","384598"
"2115","384609"
"2116","384613"
"2117","384638"
"2118","384646"
"2119","384703"
"2120","384707"
"2121","384715"
"2122","385057"
"2123","385058"
"2124","385059"
"2125","385060"
"2126","385077"
"2127","385081"
"2128","385090"
"2129","385092"
"2130","385093"
"2131","385098"
"2132","385109"
"2133","385111"
"2134","385120"
"2135","385140"
"2136","385171"
"2137","385172"
"2138","385184"
"2139","385196"
"2140","385232"
"2141","385247"
"2142","385251"
"2143","385289"
"2144","385296"
"2145","385307"
"2146","385332"
"2147","385349"
"2148","385467"
"2149","385671"
"2150","385673"
"2151","385674"
"2152","385691"
"2153","385692"
"2154","385706"
"2155","385708"
"2156","385709"
"2157","385710"
"2158","385713"
"2159","385719"
"2160","385724"
"2161","385732"
"2162","385746"
"2163","385747"
"2164","385748"
"2165","385751"
"2166","385752"
"2167","385754"
"2168","385764"
"2169","385766"
"2170","385771"
"2171","385810"
"2172","385825"
"2173","385833"
"2174","385874"
"2175","385902"
"2176","385906"
"2177","385908"
"2178","385934"
"2179","385961"
"2180","386042"
"2181","386238"
"2182","386250"
"2183","386272"
"2184","386275"
"2185","386294"
"2186","386297"
"2187","386299"
"2188","386302"
"2189","386303"
"2190","386317"
"2191","386329"
"2192","386336"
"2193","386337"
"2194","386344"
"2195","386357"
"2196","386372"
"2197","386382"
"2198","386386"
"2199","386387"
"2200","386397"
"2201","386403"
"2202","386418"
"2203","386434"
"2204","386466"
"2205","386501"
"2206","386504"
"2207","386512"
"2208","387080"
"2209","387457"
"2210","387482"
"2211","388307"
"2212","390152"
"2213","390636"
"2214","390647"
"2215","390905"
"2216","391053"
"2217","391297"
"2218","391374"
"2219","391656"
"2220","391691"
"2221","391770"
"2222","391825"
"2223","392193"
"2224","392525"
"2225","392550"
"2226","392604"
"2227","392708"
"2228","392938"
"2229","392992"
"2230","393008"
"2231","393302"
"2232","393323"
"2233","393682"
"2234","393710"
"2235","393715"
"2236","393776"
"2237","395760"
"2238","395764"
"2239","396559"
"2240","396568"
"2241","397212"
"2242","397464"
"2243","398118"
"2244","398130"
"2245","398783"
"2246","398916"
"2247","399461"
"2248","401712"
"2249","403397"
"2250","404072"
"2251","404079"
"2252","405262"
"2253","407613"
"2254","407646"
"2255","408102"
"2256","408132"
"2257","408135"
"2258","409015"
"2259","409022"
"2260","410418"
"2261","411705"
"2262","411706"
"2263","413957"
"2264","414324"
"2265","414478"
"2266","415174"
"2267","415239"
"2268","416337"
"2269","418126"
"2270","420837"
"2271","421798"
"2272","423541"
"2273","423545"
"2274","423666"
"2275","423763"
"2276","423764"
"2277","423895"
"2278","423903"
"2279","423912"
"2280","423913"
"2281","423916"
"2282","423924"
"2283","423928"
"2284","423932"
"2285","423938"
"2286","423945"
"2287","423947"
"2288","423955"
"2289","423958"
"2290","423964"
"2291","424012"
"2292","424013"
"2293","424020"
"2294","424021"
"2295","424273"
"2296","424299"
"2297","424419"
"2298","424429"
"2299","424430"
"2300","424432"
"2301","424437"
"2302","424444"
"2303","424453"
"2304","424475"
"2305","424476"
"2306","424483"
"2307","424484"
"2308","424496"
"2309","424507"
"2310","424524"
"2311","424551"
"2312","424554"
"2313","424556"
"2314","424749"
"2315","424812"
"2316","424951"
"2317","424961"
"2318","424967"
"2319","424976"
"2320","425013"
"2321","425014"
"2322","425015"
"2323","425016"
"2324","425025"
"2325","425028"
"2326","425032"
"2327","425034"
"2328","425073"
"2329","425075"
"2330","425090"
"2331","425340"
"2332","425357"
"2333","425500"
"2334","425501"
"2335","425505"
"2336","425519"
"2337","425545"
"2338","425552"
"2339","425555"
"2340","425557"
"2341","425558"
"2342","425563"
"2343","425580"
"2344","425586"
"2345","425591"
"2346","425597"
"2347","425623"
"2348","425624"
"2349","425626"
"2350","425629"
"2351","425687"
"2352","425798"
"2353","425799"
"2354","425868"
"2355","425903"
"2356","425907"
"2357","426025"
"2358","426033"
"2359","426034"
"2360","426038"
"2361","426050"
"2362","426053"
"2363","426056"
"2364","426061"
"2365","426073"
"2366","426075"
"2367","426077"
"2368","426080"
"2369","426081"
"2370","426082"
"2371","426085"
"2372","426094"
"2373","426096"
"2374","426097"
"2375","426098"
"2376","426100"
"2377","426101"
"2378","426106"
"2379","426110"
"2380","426112"
"2381","426115"
"2382","426121"
"2383","426148"
"2384","426163"
"2385","426175"
"2386","426178"
"2387","426388"
"2388","426431"
"2389","426457"
"2390","426594"
"2391","426598"
"2392","426600"
"2393","426602"
"2394","426604"
"2395","426611"
"2396","426612"
"2397","426613"
"2398","426624"
"2399","426628"
"2400","426645"
"2401","426649"
"2402","426652"
"2403","426661"
"2404","426664"
"2405","426670"
"2406","426671"
"2407","426685"
"2408","426694"
"2409","426695"
"2410","426724"
"2411","426728"
"2412","426732"
"2413","426741"
"2414","426743"
"2415","426744"
"2416","427128"
"2417","427129"
"2418","427150"
"2419","427152"
"2420","427154"
"2421","427156"
"2422","427169"
"2423","427174"
"2424","427175"
"2425","427178"
"2426","427183"
"2427","427185"
"2428","427189"
"2429","427194"
"2430","427195"
"2431","427204"
"2432","427231"
"2433","427460"
"2434","427500"
"2435","427514"
"2436","427519"
"2437","427668"
"2438","427669"
"2439","427679"
"2440","427682"
"2441","427685"
"2442","427689"
"2443","427706"
"2444","427708"
"2445","427717"
"2446","427718"
"2447","427724"
"2448","427737"
"2449","427738"
"2450","427748"
"2451","427749"
"2452","427782"
"2453","430252"
"2454","430623"
"2455","436871"
"2456","437792"
"2457","438236"
"2458","440067"
"2459","440123"
"2460","440130"
"2461","440132"
"2462","440152"
"2463","440539"
"2464","440568"
"2465","440570"
"2466","441040"
"2467","441051"
"2468","441059"
"2469","441068"
"2470","441103"
"2471","441152"
"2472","441468"
"2473","441479"
"2474","441484"
"2475","441485"
"2476","441498"
"2477","441502"
"2478","441515"
"2479","441522"
"2480","441622"
"2481","442012"
"2482","442066"
"2483","442384"
"2484","442405"
"2485","442417"
"2486","442429"
"2487","442439"
"2488","442800"
"2489","442813"
"2490","442815"
"2491","442816"
"2492","442825"
"2493","442828"
"2494","443251"
"2495","443253"
"2496","443270"
"2497","443321"
"2498","444233"
"2499","445188"
"2500","445629"
"2501","446525"
"2502","447620"
"2503","448104"
"2504","451461"
"2505","452689"
"2506","453144"
"2507","453151"
"2508","453264"
"2509","453526"
"2510","453528"
"2511","453592"
"2512","453594"
"2513","453855"
"2514","453881"
"2515","453979"
"2516","454212"
"2517","454300"
"2518","454356"
"2519","454370"
"2520","454390"
"2521","454511"
"2522","454554"
"2523","454696"
"2524","454725"
"2525","454752"
"2526","454768"
"2527","454807"
"2528","454856"
"2529","454886"
"2530","455678"
"2531","455685"
"2532","455686"
"2533","455687"
"2534","455886"
"2535","455887"
"2536","456274"
"2537","456367"
"2538","456369"
"2539","456957"
"2540","457030"
"2541","457032"
"2542","457039"
"2543","457040"
"2544","457041"
"2545","457042"
"2546","457121"
"2547","457122"
"2548","457187"
"2549","457194"
"2550","457195"
"2551","457265"
"2552","457330"
"2553","457333"
"2554","457334"
"2555","457396"
"2556","459440"
"2557","459827"
"2558","460765"
"2559","460941"
"2560","462862"
"2561","462994"
"2562","463120"
"2563","463123"
"2564","463419"
"2565","463587"
"2566","463792"
"2567","463794"
"2568","463941"
"2569","464030"
"2570","472511"
"2571","472739"
"2572","472744"
"2573","472846"
"2574","472848"
"2575","472959"
"2576","473037"
"2577","473039"
"2578","473161"
"2579","473184"
"2580","473186"
"2581","473195"
"2582","473278"
"2583","473279"
"2584","473280"
"2585","473304"
"2586","473305"
"2587","473307"
"2588","473420"
"2589","473586"
"2590","473721"
"2591","473833"
"2592","473870"
"2593","474089"
"2594","474106"
"2595","474129"
"2596","474255"
"2597","474492"
"2598","474683"
"2599","475075"
"2600","475301"
"2601","475865"
"2602","475958"
"2603","476041"
"2604","476046"
"2605","476148"
"2606","476245"
"2607","476303"
"2608","476324"
"2609","476573"
"2610","476677"
"2611","477386"
"2612","477717"
"2613","478109"
"2614","478298"
"2615","478421"
"2616","478613"
"2617","478723"
"2618","478902"
"2619","479856"
"2620","480131"
"2621","480262"
"2622","481544"
"2623","481825"
