"","x"
"1871","18676"
"1872","3688"
"1873","79219"
"1874","35543"
"1875","9079"
"1876","76064"
"1877","119557"
"1878","82361"
"1879","95852"
"1880","34485"
"1881","259266"
"1882","259276"
"1883","259278"
"1884","259348"
"1885","259394"
"1886","259603"
"1887","259614"
"1888","259627"
"1889","259628"
"1890","259635"
"1891","259636"
"1892","259653"
"1893","259654"
"1894","259668"
"1895","259680"
"1896","259687"
"1897","259697"
"1898","259701"
"1899","259702"
"1900","259703"
"1901","259708"
"1902","259711"
"1903","259714"
"1904","259931"
"1905","259933"
"1906","260192"
"1907","260309"
"1908","260320"
"1909","260734"
"1910","260993"
"1911","260994"
"1912","260996"
"1913","261124"
"1914","261395"
"1915","261396"
"1916","261404"
"1917","261405"
"1918","261411"
"1919","261514"
"1920","261646"
"1921","261654"
"1922","261893"
"1923","261900"
"1924","261902"
"1925","261978"
"1926","262112"
"1927","262137"
"1928","262138"
"1929","262367"
"1930","262368"
"1931","262381"
"1932","262388"
"1933","262598"
"1934","262602"
"1935","262612"
"1936","262615"
"1937","262616"
"1938","262619"
"1939","262721"
"1940","262853"
"1941","262857"
"1942","262858"
"1943","263098"
"1944","269217"
"1945","269633"
"1946","269664"
"1947","269987"
"1948","270030"
"1949","270378"
"1950","272596"
"1951","272867"
"1952","272868"
"1953","272974"
"1954","273310"
"1955","273386"
"1956","273813"
"1957","273903"
"1958","273907"
"1959","274415"
"1960","274964"
"1961","275147"
"1962","79439"
"1963","33595"
"1964","126091"
"1965","34685"
"1966","98116"
"1967","2498"
"1968","85724"
"1969","134695"
"1970","105230"
"1971","72050"
"1972","83617"
"1973","23266"
"1974","66946"
"1975","139844"
"1976","91990"
"1977","166"
"1978","4081"
"1979","105223"
"1980","106285"
"1981","137739"
"1982","3946"
"1983","388"
"1984","53551"
"1985","71075"
"1986","3497"
"1987","82601"
"1988","88886"
"1989","119719"
"1990","71055"
"1991","102141"
"1992","76247"
"1993","134721"
"1994","118733"
"1995","138780"
"1996","64907"
"1997","19032"
"1998","118731"
"1999","996"
"2000","133702"
"2001","81493"
"2002","118743"
"2003","61733"
"2004","9967"
"2005","127394"
"2006","29533"
"2007","75255"
"2008","275956"
"2009","132578"
"2010","45265"
"2011","77353"
"2012","50439"
"2013","109421"
"2014","50449"
"2015","54679"
"2016","97113"
"2017","127360"
"2018","106330"
"2019","101322"
"2020","32686"
"2021","1736"
"2022","9883"
"2023","12797"
"2024","115633"
"2025","44292"
"2026","31689"
"2027","111516"
"2028","11780"
"2029","133606"
"2030","136615"
"2031","4687"
"2032","56697"
"2033","65009"
"2034","66051"
"2035","56699"
"2036","109450"
"2037","35806"
"2038","105355"
"2039","4901"
"2040","106374"
"2041","130429"
"2042","15880"
"2043","5531"
"2044","84746"
"2045","72133"
"2046","70130"
"2047","5393"
"2048","92032"
"2049","43267"
"2050","5169"
"2051","53668"
"2052","38986"
"2053","28484"
"2054","75281"
"2055","77385"
"2056","119833"
"2057","126155"
"2058","40067"
"2059","82631"
"2060","95109"
"2061","13831"
"2062","38980"
"2063","126146"
"2064","94091"
"2065","113524"
"2066","4391"
"2067","28478"
"2068","29644"
"2069","46424"
"2070","36928"
"2071","73256"
"2072","20173"
"2073","80646"
"2074","121001"
"2075","15961"
"2076","112671"
"2077","276668"
"2078","46420"
"2079","105433"
"2080","102408"
"2081","278040"
"2082","25625"
"2083","278211"
"2084","58980"
"2085","40266"
"2086","282800"
"2087","282801"
"2088","283198"
"2089","81799"
"2090","284385"
"2091","284585"
"2092","284604"
"2093","284618"
"2094","284642"
"2095","285090"
"2096","285209"
"2097","285758"
"2098","285778"
"2099","285782"
"2100","285785"
"2101","286095"
"2102","286955"
"2103","286956"
"2104","286960"
"2105","287001"
"2106","287335"
"2107","288159"
"2108","289314"
"2109","289518"
"2110","289615"
"2111","290089"
"2112","290552"
"2113","290707"
"2114","291823"
"2115","292017"
"2116","292670"
"2117","293136"
"2118","293753"
"2119","296584"
"2120","299391"
"2121","301160"
"2122","301222"
"2123","301311"
"2124","301312"
"2125","301314"
"2126","301317"
"2127","301323"
"2128","301325"
"2129","301332"
"2130","301333"
"2131","301336"
"2132","301358"
"2133","302030"
"2134","302159"
"2135","302193"
"2136","302198"
"2137","302205"
"2138","302210"
"2139","302212"
"2140","302218"
"2141","302223"
"2142","302224"
"2143","303021"
"2144","303060"
"2145","303105"
"2146","303116"
"2147","303120"
"2148","303121"
"2149","303124"
"2150","303221"
"2151","303895"
"2152","303896"
"2153","304010"
"2154","304031"
"2155","304051"
"2156","304056"
"2157","304058"
"2158","304061"
"2159","304062"
"2160","304063"
"2161","304064"
"2162","304068"
"2163","304239"
"2164","304812"
"2165","304813"
"2166","304954"
"2167","304971"
"2168","304979"
"2169","304980"
"2170","305020"
"2171","305672"
"2172","305841"
"2173","305843"
"2174","305844"
"2175","305850"
"2176","305857"
"2177","305868"
"2178","305877"
"2179","306038"
"2180","306777"
"2181","306778"
"2182","306786"
"2183","306790"
"2184","306798"
"2185","306820"
"2186","307680"
"2187","307681"
"2188","307687"
"2189","307688"
"2190","307693"
"2191","307711"
"2192","307713"
"2193","307719"
"2194","307722"
"2195","308474"
"2196","308678"
"2197","308679"
"2198","308757"
"2199","308947"
"2200","309014"
"2201","309016"
"2202","309017"
"2203","309021"
"2204","309115"
"2205","309116"
"2206","309120"
"2207","309244"
"2208","309257"
"2209","309327"
"2210","309550"
"2211","309608"
"2212","309696"
"2213","309698"
"2214","309699"
"2215","310075"
"2216","310090"
"2217","310362"
"2218","310635"
"2219","310646"
"2220","311043"
"2221","311052"
"2222","311059"
"2223","311068"
"2224","311070"
"2225","311073"
"2226","311440"
"2227","311453"
"2228","311454"
"2229","311455"
"2230","311469"
"2231","311470"
"2232","311861"
"2233","311865"
"2234","311872"
"2235","311879"
"2236","311880"
"2237","311888"
"2238","311892"
"2239","311893"
"2240","312273"
"2241","312281"
"2242","312285"
"2243","312286"
"2244","312294"
"2245","312295"
"2246","312301"
"2247","312302"
"2248","312303"
"2249","312309"
"2250","312641"
"2251","312643"
"2252","312647"
"2253","312648"
"2254","312649"
"2255","312653"
"2256","312658"
"2257","312659"
"2258","313042"
"2259","313043"
"2260","313052"
"2261","313053"
"2262","313430"
"2263","313434"
"2264","313448"
"2265","313848"
"2266","313851"
"2267","313852"
"2268","313881"
"2269","9639"
"2270","25690"
"2271","54901"
"2272","44550"
"2273","61040"
"2274","62057"
"2275","12008"
"2276","107634"
"2277","75524"
"2278","135419"
"2279","49687"
"2280","69285"
"2281","113731"
"2282","65244"
"2283","78674"
"2284","56926"
"2285","121128"
"2286","139495"
"2287","104498"
"2288","17123"
"2289","25687"
"2290","39213"
"2291","83931"
"2292","113751"
"2293","84957"
"2294","20304"
"2295","90243"
"2296","117892"
"2297","34963"
"2298","67305"
"2299","79751"
"2300","27702"
"2301","19298"
"2302","47596"
"2303","55871"
"2304","68319"
"2305","116913"
"2306","135439"
"2307","104501"
"2308","14056"
"2309","314758"
"2310","65252"
"2311","128107"
"2312","90211"
"2313","44542"
"2314","116914"
"2315","314971"
"2316","69286"
"2317","112814"
"2318","50705"
"2319","14070"
"2320","91303"
"2321","68283"
"2322","132348"
"2323","315126"
"2324","109653"
"2325","99400"
"2326","26732"
"2327","96350"
"2328","54933"
"2329","132316"
"2330","26738"
"2331","32940"
"2332","63145"
"2333","103460"
"2334","35992"
"2335","53856"
"2336","315727"
"2337","52865"
"2338","56930"
"2339","106592"
"2340","31928"
"2341","71368"
"2342","43490"
"2343","115885"
"2344","103493"
"2345","112776"
"2346","113755"
"2347","39231"
"2348","48638"
"2349","129147"
"2350","316090"
"2351","123212"
"2352","57966"
"2353","316091"
"2354","117920"
"2355","16097"
"2356","121140"
"2357","135401"
"2358","48637"
"2359","57955"
"2360","53899"
"2361","76540"
"2362","34986"
"2363","316222"
"2364","13038"
"2365","93315"
"2366","59024"
"2367","87087"
"2368","316469"
"2369","30825"
"2370","26705"
"2371","316474"
"2372","316479"
"2373","67304"
"2374","89189"
"2375","94323"
"2376","76513"
"2377","129149"
"2378","29775"
"2379","121143"
"2380","47598"
"2381","107626"
"2382","119045"
"2383","75511"
"2384","108615"
"2385","27688"
"2386","134411"
"2387","41357"
"2388","100418"
"2389","24733"
"2390","33913"
"2391","93301"
"2392","19332"
"2393","111779"
"2394","122239"
"2395","1603"
"2396","2468"
"2397","70354"
"2398","115922"
"2399","2719"
"2400","4086"
"2401","60047"
"2402","40318"
"2403","112822"
"2404","1595"
"2405","136377"
"2406","132295"
"2407","100460"
"2408","86059"
"2409","70370"
"2410","39237"
"2411","64209"
"2412","93368"
"2413","69353"
"2414","99438"
"2415","70358"
"2416","120112"
"2417","95352"
"2418","139468"
"2419","41422"
"2420","30870"
"2421","106597"
"2422","121167"
"2423","124355"
"2424","138462"
"2425","17185"
"2426","75571"
"2427","85005"
"2428","33963"
"2429","109699"
"2430","48685"
"2431","127064"
"2432","138469"
"2433","15160"
"2434","136397"
"2435","104531"
"2436","90266"
"2437","15161"
"2438","35007"
"2439","86052"
"2440","65290"
"2441","22508"
"2442","82921"
"2443","113778"
"2444","635"
"2445","126401"
"2446","48671"
"2447","3212"
"2448","1518"
"2449","23618"
"2450","69347"
"2451","22503"
"2452","136385"
"2453","62101"
"2454","12060"
"2455","132297"
"2456","108673"
"2457","63180"
"2458","51811"
"2459","41413"
"2460","98443"
"2461","71386"
"2462","112826"
"2463","39238"
"2464","22518"
"2465","66278"
"2466","47622"
"2467","37125"
"2468","21428"
"2469","134363"
"2470","116942"
"2471","98448"
"2472","139480"
"2473","25702"
"2474","16140"
"2475","136396"
"2476","128095"
"2477","40319"
"2478","79795"
"2479","119027"
"2480","432"
"2481","17186"
"2482","67320"
"2483","75581"
"2484","94348"
"2485","131235"
"2486","8565"
"2487","37115"
"2488","4233"
"2489","568"
"2490","433"
"2491","26747"
"2492","304"
"2493","98439"
"2494","93362"
"2495","17154"
"2496","54946"
"2497","61063"
"2498","54947"
"2499","123279"
"2500","87122"
"2501","124329"
"2502","117960"
"2503","129112"
"2504","115904"
"2505","88177"
"2506","64183"
"2507","29809"
"2508","42514"
"2509","97422"
"2510","94360"
"2511","101478"
"2512","58005"
"2513","86061"
"2514","95379"
"2515","120111"
"2516","35004"
"2517","65298"
"2518","45529"
"2519","80810"
"2520","92274"
"2521","114802"
"2522","117961"
"2523","33964"
"2524","46589"
"2525","104565"
"2526","151"
"2527","3097"
"2528","3242"
"2529","3886"
"2530","2825"
"2531","2597"
"2532","2044"
"2533","2012"
"2534","2466"
"2535","1599"
"2536","73442"
"2537","137384"
"2538","44568"
"2539","129121"
"2540","123264"
"2541","119025"
"2542","51819"
"2543","112840"
"2544","80822"
"2545","27732"
"2546","105607"
"2547","71374"
"2548","62094"
"2549","28771"
"2550","22520"
"2551","83969"
"2552","138466"
"2553","42496"
"2554","82891"
"2555","130213"
"2556","102500"
"2557","66292"
"2558","91259"
"2559","4051"
"2560","66297"
"2561","60054"
"2562","50747"
"2563","104560"
"2564","99455"
"2565","75569"
"2566","22505"
"2567","20360"
"2568","88156"
"2569","124323"
"2570","24657"
"2571","132291"
"2572","2554"
"2573","130"
"2574","1971"
"2575","27743"
"2576","116961"
"2577","127062"
"2578","65277"
"2579","37127"
"2580","86044"
"2581","114813"
"2582","126391"
"2583","81874"
"2584","8545"
"2585","45543"
"2586","26762"
"2587","30884"
"2588","119033"
"2589","133325"
"2590","34999"
"2591","124324"
"2592","84002"
"2593","30863"
"2594","135396"
"2595","97430"
"2596","77637"
"2597","43524"
"2598","15154"
"2599","106621"
"2600","68350"
"2601","12040"
"2602","86048"
"2603","103532"
"2604","49694"
"2605","136394"
"2606","23639"
"2607","88169"
"2608","66286"
"2609","79774"
"2610","95347"
"2611","61073"
"2612","21463"
"2613","65285"
"2614","101461"
"2615","92276"
"2616","133337"
"2617","3615"
"2618","137367"
"2619","95363"
"2620","880"
"2621","79788"
"2622","36045"
"2623","1687"
"2624","94369"
"2625","312"
"2626","44565"
"2627","19335"
"2628","116926"
"2629","30883"
"2630","74481"
"2631","120127"
"2632","124340"
"2633","83980"
"2634","44553"
"2635","134388"
"2636","119015"
"2637","68344"
"2638","16154"
"2639","77641"
"2640","68339"
"2641","93363"
"2642","56948"
"2643","80814"
"2644","64208"
"2645","56968"
"2646","26750"
"2647","101489"
"2648","51836"
"2649","133322"
"2650","4205"
"2651","185"
"2652","3059"
"2653","3346"
"2654","148"
"2655","1390"
"2656","22514"
"2657","104564"
"2658","44570"
"2659","31947"
"2660","136380"
"2661","27724"
"2662","29807"
"2663","17165"
"2664","91261"
"2665","131255"
"2666","3491"
"2667","80791"
"2668","114814"
"2669","131233"
"2670","102510"
"2671","54940"
"2672","125393"
"2673","81865"
"2674","97421"
"2675","13054"
"2676","60061"
"2677","91285"
"2678","109687"
"2679","77660"
"2680","88159"
"2681","128094"
"2682","108659"
"2683","93360"
"2684","97419"
"2685","36050"
"2686","32943"
"2687","67323"
"2688","100453"
"2689","44559"
"2690","76586"
"2691","29818"
"2692","78751"
"2693","140528"
"2694","21449"
"2695","121200"
"2696","77639"
"2697","72365"
"2698","76590"
"2699","71372"
"2700","112836"
"2701","101491"
"2702","112838"
"2703","29808"
"2704","2874"
"2705","111799"
"2706","95357"
"2707","44582"
"2708","110729"
"2709","1240"
"2710","98427"
"2711","17168"
"2712","78738"
"2713","37124"
"2714","123270"
"2715","75555"
"2716","125400"
"2717","41419"
"2718","46583"
"2719","135385"
"2720","12045"
"2721","80787"
"2722","9597"
"2723","24664"
"2724","96408"
"2725","65278"
"2726","27719"
"2727","61059"
"2728","114816"
"2729","94402"
"2730","61060"
"2731","93365"
"2732","92275"
"2733","102514"
"2734","77656"
"2735","3417"
"2736","134377"
"2737","140516"
"2738","93366"
"2739","108665"
"2740","46597"
"2741","18212"
"2742","316952"
"2743","316957"
"2744","316970"
"2745","316984"
"2746","316990"
"2747","317041"
"2748","317093"
"2749","317094"
"2750","317103"
"2751","317110"
"2752","317123"
"2753","317126"
"2754","317129"
"2755","317140"
"2756","317147"
"2757","317152"
"2758","317215"
"2759","317216"
"2760","317229"
"2761","317239"
"2762","317303"
"2763","317306"
"2764","317307"
"2765","317308"
"2766","317309"
"2767","317311"
"2768","317323"
"2769","317325"
"2770","317375"
"2771","317377"
"2772","317379"
"2773","317380"
"2774","317401"
"2775","317535"
"2776","317555"
"2777","317607"
"2778","317609"
"2779","317612"
"2780","317631"
"2781","317711"
"2782","317714"
"2783","317715"
"2784","317732"
"2785","317796"
"2786","317802"
"2787","317809"
"2788","317811"
"2789","317812"
"2790","317814"
"2791","317815"
"2792","317817"
"2793","317831"
"2794","318032"
"2795","318050"
"2796","318052"
"2797","318053"
"2798","318070"
"2799","318223"
"2800","318228"
"2801","318239"
"2802","318259"
"2803","318261"
"2804","318418"
"2805","318446"
"2806","318457"
"2807","318601"
"2808","318602"
"2809","318605"
"2810","318647"
"2811","318655"
"2812","318819"
"2813","318844"
"2814","318852"
"2815","318873"
"2816","319011"
"2817","319017"
"2818","319024"
"2819","319083"
"2820","319183"
"2821","319212"
"2822","319213"
"2823","319260"
"2824","319311"
"2825","319601"
"2826","319822"
"2827","320106"
"2828","320269"
"2829","320649"
"2830","320693"
"2831","320937"
"2832","320977"
"2833","321164"
"2834","321706"
"2835","321725"
"2836","321742"
"2837","321751"
"2838","321780"
"2839","321812"
"2840","321942"
"2841","321963"
"2842","321990"
"2843","321997"
"2844","322210"
"2845","322219"
"2846","322249"
"2847","322253"
"2848","322257"
"2849","322263"
"2850","322498"
"2851","322503"
"2852","322511"
"2853","322530"
"2854","322761"
"2855","322762"
"2856","322763"
"2857","322793"
"2858","322992"
"2859","323000"
"2860","323005"
"2861","323019"
"2862","323021"
"2863","323194"
"2864","323348"
"2865","323497"
"2866","323540"
"2867","324936"
"2868","324954"
"2869","324963"
"2870","324973"
"2871","324991"
"2872","324997"
"2873","325034"
"2874","325081"
"2875","325088"
"2876","325091"
"2877","325107"
"2878","325170"
"2879","325221"
"2880","325226"
"2881","325244"
"2882","325260"
"2883","325263"
"2884","325273"
"2885","325276"
"2886","325306"
"2887","325314"
"2888","325388"
"2889","325404"
"2890","325414"
"2891","325418"
"2892","325552"
"2893","325555"
"2894","325558"
"2895","325574"
"2896","325578"
"2897","325717"
"2898","325718"
"2899","325726"
"2900","325739"
"2901","325744"
"2902","325747"
"2903","325752"
"2904","325755"
"2905","325756"
"2906","325796"
"2907","325861"
"2908","325871"
"2909","325875"
"2910","325877"
"2911","325887"
"2912","325896"
"2913","325898"
"2914","325900"
"2915","325920"
"2916","325922"
"2917","325935"
"2918","325973"
"2919","326004"
"2920","326005"
"2921","326026"
"2922","326028"
"2923","326038"
"2924","326049"
"2925","326052"
"2926","326061"
"2927","326189"
"2928","326197"
"2929","326198"
"2930","326224"
"2931","326286"
"2932","326311"
"2933","326359"
"2934","326362"
"2935","326451"
"2936","326508"
"2937","326514"
"2938","326517"
"2939","326520"
"2940","326605"
"2941","326629"
"2942","326667"
"2943","326679"
"2944","326812"
"2945","326817"
"2946","326820"
"2947","326822"
"2948","326844"
"2949","326848"
"2950","326861"
"2951","326876"
"2952","326900"
"2953","326908"
"2954","326912"
"2955","326927"
"2956","326939"
"2957","326973"
"2958","327006"
"2959","327044"
"2960","327066"
"2961","327087"
"2962","327117"
"2963","327134"
"2964","327135"
"2965","327147"
"2966","327250"
"2967","327251"
"2968","327257"
"2969","327277"
"2970","327311"
"2971","327312"
"2972","327346"
"2973","327387"
"2974","327390"
"2975","327457"
"2976","327544"
"2977","327575"
"2978","327627"
"2979","327750"
"2980","328109"
"2981","328138"
"2982","328216"
"2983","328248"
"2984","328264"
"2985","328293"
"2986","328294"
"2987","328301"
"2988","328446"
"2989","328451"
"2990","328582"
"2991","328586"
"2992","328682"
"2993","328710"
"2994","328763"
"2995","328849"
"2996","328882"
"2997","329182"
"2998","329521"
"2999","329606"
"3000","329669"
"3001","329671"
"3002","329895"
"3003","329956"
"3004","329962"
"3005","330012"
"3006","330295"
"3007","330811"
"3008","330836"
"3009","331040"
"3010","331094"
"3011","331114"
"3012","331135"
"3013","331138"
"3014","331329"
"3015","331364"
"3016","331673"
"3017","331873"
"3018","332401"
"3019","332619"
"3020","332674"
"3021","332686"
"3022","332693"
"3023","332696"
"3024","332722"
"3025","332733"
"3026","332737"
"3027","332962"
"3028","333004"
"3029","333829"
"3030","334017"
"3031","334338"
"3032","334364"
"3033","334417"
"3034","334421"
"3035","334497"
"3036","334583"
"3037","334584"
"3038","334588"
"3039","334589"
"3040","334896"
"3041","334990"
"3042","335027"
"3043","335034"
"3044","335068"
"3045","335343"
"3046","335466"
"3047","335729"
"3048","335739"
"3049","335741"
"3050","335870"
"3051","335891"
"3052","336025"
"3053","336053"
"3054","336140"
"3055","336197"
"3056","336204"
"3057","336279"
"3058","336600"
"3059","336701"
"3060","336827"
"3061","336884"
"3062","337021"
"3063","337029"
"3064","337264"
"3065","337353"
"3066","337460"
"3067","337656"
"3068","337679"
"3069","337791"
"3070","337854"
"3071","337990"
"3072","338164"
"3073","338194"
"3074","338744"
"3075","339432"
"3076","339576"
"3077","339630"
"3078","340084"
"3079","341704"
"3080","341733"
"3081","341793"
"3082","342094"
"3083","342472"
"3084","343139"
"3085","343157"
"3086","343316"
"3087","343492"
"3088","343504"
"3089","343689"
"3090","343698"
"3091","343862"
"3092","344020"
"3093","344028"
"3094","344029"
"3095","344401"
"3096","344580"
"3097","344794"
"3098","344851"
"3099","345369"
"3100","345669"
"3101","345672"
"3102","346039"
"3103","346067"
"3104","346069"
"3105","346093"
"3106","346095"
"3107","346115"
"3108","346490"
"3109","346542"
"3110","346545"
"3111","346666"
"3112","346919"
"3113","346977"
"3114","346978"
"3115","346983"
"3116","347083"
"3117","347314"
"3118","347341"
"3119","347379"
"3120","347382"
"3121","347495"
"3122","347501"
"3123","347508"
"3124","347844"
"3125","347847"
"3126","347851"
"3127","347855"
"3128","347863"
"3129","347909"
"3130","348091"
"3131","348094"
"3132","348096"
"3133","348097"
"3134","348318"
"3135","348321"
"3136","348325"
"3137","348556"
"3138","348564"
"3139","348805"
"3140","349058"
"3141","349059"
"3142","349281"
"3143","349284"
"3144","349285"
"3145","349287"
"3146","349288"
"3147","349524"
"3148","349527"
"3149","349558"
"3150","351714"
"3151","351715"
"3152","353834"
"3153","355170"
"3154","355392"
"3155","355464"
"3156","355465"
"3157","356168"
"3158","356290"
"3159","356780"
"3160","357077"
"3161","357350"
"3162","357454"
"3163","357457"
"3164","357537"
"3165","357540"
"3166","357560"
"3167","357780"
"3168","357781"
"3169","357854"
"3170","358108"
"3171","358191"
"3172","358220"
"3173","358265"
"3174","358299"
"3175","358311"
"3176","358390"
"3177","358441"
"3178","358445"
"3179","358459"
"3180","358556"
"3181","358691"
"3182","358747"
"3183","358931"
"3184","358935"
"3185","358936"
"3186","358963"
"3187","359041"
"3188","359188"
"3189","359228"
"3190","359339"
"3191","359484"
"3192","359836"
"3193","360059"
"3194","360064"
"3195","360087"
"3196","360266"
"3197","360337"
"3198","360342"
"3199","360468"
"3200","360793"
"3201","360852"
"3202","360864"
"3203","361056"
"3204","361291"
"3205","363410"
"3206","363684"
"3207","363900"
"3208","363962"
"3209","364050"
"3210","364077"
"3211","364394"
"3212","364651"
"3213","364886"
"3214","365278"
"3215","365298"
"3216","365830"
"3217","365833"
"3218","365965"
"3219","366389"
"3220","369331"
"3221","369694"
"3222","370998"
"3223","371892"
"3224","372920"
"3225","372940"
"3226","373432"
"3227","373436"
"3228","30935"
"3229","12130"
"3230","129067"
"3231","42564"
"3232","6067"
"3233","97465"
"3234","111864"
"3235","30964"
"3236","36133"
"3237","6302"
"3238","72479"
"3239","376002"
"3240","376066"
"3241","376166"
"3242","376197"
"3243","376260"
"3244","376356"
"3245","376369"
"3246","376370"
"3247","376380"
"3248","376470"
"3249","376504"
"3250","376512"
"3251","376516"
"3252","376564"
"3253","376649"
"3254","376656"
"3255","377126"
"3256","377361"
"3257","377385"
"3258","377630"
"3259","377806"
"3260","377895"
"3261","377923"
"3262","378176"
"3263","378184"
"3264","378411"
"3265","378415"
"3266","378496"
"3267","378497"
"3268","378651"
"3269","378656"
"3270","378662"
"3271","378789"
"3272","378817"
"3273","378906"
"3274","378920"
"3275","379118"
"3276","379249"
"3277","379310"
"3278","379313"
"3279","380150"
"3280","380595"
"3281","380596"
"3282","380598"
"3283","380737"
"3284","380783"
"3285","380821"
"3286","380991"
"3287","380992"
"3288","381123"
"3289","381127"
"3290","381129"
"3291","381131"
"3292","381180"
"3293","381318"
"3294","381326"
"3295","381357"
"3296","381531"
"3297","381543"
"3298","381573"
"3299","381584"
"3300","381734"
"3301","381756"
"3302","381948"
"3303","381962"
"3304","382117"
"3305","382118"
"3306","382154"
"3307","382172"
"3308","382189"
"3309","382200"
"3310","382216"
"3311","382241"
"3312","382269"
"3313","382280"
"3314","382424"
"3315","382545"
"3316","382593"
"3317","382703"
"3318","382744"
"3319","382745"
"3320","382758"
"3321","382845"
"3322","382866"
"3323","383011"
"3324","383273"
"3325","383414"
"3326","383433"
"3327","383480"
"3328","383534"
"3329","383557"
"3330","383595"
"3331","383723"
"3332","383733"
"3333","383870"
"3334","383871"
"3335","383902"
"3336","383927"
"3337","383928"
"3338","383974"
"3339","383998"
"3340","383999"
"3341","384034"
"3342","384060"
"3343","384065"
"3344","384154"
"3345","384429"
"3346","384431"
"3347","384532"
"3348","384574"
"3349","384575"
"3350","384585"
"3351","384638"
"3352","385057"
"3353","385059"
"3354","385094"
"3355","385182"
"3356","385184"
"3357","385196"
"3358","385230"
"3359","385246"
"3360","385247"
"3361","385251"
"3362","385276"
"3363","385307"
"3364","385511"
"3365","385671"
"3366","385673"
"3367","385674"
"3368","385724"
"3369","385735"
"3370","385746"
"3371","385747"
"3372","385748"
"3373","385751"
"3374","385771"
"3375","385799"
"3376","385844"
"3377","385908"
"3378","386112"
"3379","386238"
"3380","386239"
"3381","386272"
"3382","386280"
"3383","386344"
"3384","386372"
"3385","386382"
"3386","386386"
"3387","386387"
"3388","386403"
"3389","386418"
"3390","386434"
"3391","386443"
"3392","386512"
"3393","386531"
"3394","386821"
"3395","386836"
"3396","386857"
"3397","386860"
"3398","386871"
"3399","386889"
"3400","386945"
"3401","387022"
"3402","387032"
"3403","387057"
"3404","387076"
"3405","387080"
"3406","387092"
"3407","387155"
"3408","387214"
"3409","387415"
"3410","387424"
"3411","387457"
"3412","387607"
"3413","387815"
"3414","387855"
"3415","387873"
"3416","387995"
"3417","388032"
"3418","388081"
"3419","388217"
"3420","388263"
"3421","388291"
"3422","388433"
"3423","388445"
"3424","388456"
"3425","388474"
"3426","388475"
"3427","388489"
"3428","388704"
"3429","388716"
"3430","388736"
"3431","388759"
"3432","388840"
"3433","388856"
"3434","388867"
"3435","388868"
"3436","388939"
"3437","388940"
"3438","388983"
"3439","388995"
"3440","389005"
"3441","389008"
"3442","389086"
"3443","389110"
"3444","389127"
"3445","389128"
"3446","389207"
"3447","389214"
"3448","389220"
"3449","389322"
"3450","389323"
"3451","389329"
"3452","389338"
"3453","389397"
"3454","389471"
"3455","389512"
"3456","389563"
"3457","389590"
"3458","389604"
"3459","389612"
"3460","389633"
"3461","389673"
"3462","389720"
"3463","389721"
"3464","389728"
"3465","389752"
"3466","389772"
"3467","389789"
"3468","389851"
"3469","389857"
"3470","389859"
"3471","389861"
"3472","389864"
"3473","390101"
"3474","390110"
"3475","390126"
"3476","390130"
"3477","390152"
"3478","390228"
"3479","390232"
"3480","390233"
"3481","390244"
"3482","390250"
"3483","390252"
"3484","390261"
"3485","390295"
"3486","390313"
"3487","390353"
"3488","390368"
"3489","390389"
"3490","390442"
"3491","390454"
"3492","390455"
"3493","390456"
"3494","390472"
"3495","390474"
"3496","390486"
"3497","390504"
"3498","390514"
"3499","390530"
"3500","390592"
"3501","390619"
"3502","390636"
"3503","390723"
"3504","391112"
"3505","391124"
"3506","391297"
"3507","391554"
"3508","391685"
"3509","391871"
"3510","391975"
"3511","392109"
"3512","392364"
"3513","392446"
"3514","392709"
"3515","392712"
"3516","392721"
"3517","392781"
"3518","393201"
"3519","393286"
"3520","393342"
"3521","393562"
"3522","393668"
"3523","393686"
"3524","394010"
"3525","394081"
"3526","394102"
"3527","394119"
"3528","394126"
"3529","394191"
"3530","394238"
"3531","394243"
"3532","394310"
"3533","394333"
"3534","394345"
"3535","394410"
"3536","394426"
"3537","394437"
"3538","394454"
"3539","394541"
"3540","394566"
"3541","394670"
"3542","394755"
"3543","394758"
"3544","394761"
"3545","394762"
"3546","394943"
"3547","395017"
"3548","395028"
"3549","395051"
"3550","395198"
"3551","395418"
"3552","395421"
"3553","395439"
"3554","395489"
"3555","395520"
"3556","395760"
"3557","395764"
"3558","395814"
"3559","395819"
"3560","395992"
"3561","396023"
"3562","396142"
"3563","396190"
"3564","396202"
"3565","396219"
"3566","396245"
"3567","396353"
"3568","396395"
"3569","396513"
"3570","396559"
"3571","396568"
"3572","396577"
"3573","396590"
"3574","396725"
"3575","396817"
"3576","396849"
"3577","396948"
"3578","396949"
"3579","396966"
"3580","396971"
"3581","396975"
"3582","397003"
"3583","397370"
"3584","397379"
"3585","397406"
"3586","397430"
"3587","397740"
"3588","397746"
"3589","397906"
"3590","397917"
"3591","397939"
"3592","397941"
"3593","398118"
"3594","398122"
"3595","398127"
"3596","398128"
"3597","398130"
"3598","398166"
"3599","398369"
"3600","398405"
"3601","398419"
"3602","398422"
"3603","398469"
"3604","398496"
"3605","398499"
"3606","398501"
"3607","398506"
"3608","398534"
"3609","398543"
"3610","398547"
"3611","398555"
"3612","398560"
"3613","398584"
"3614","398601"
"3615","398692"
"3616","398825"
"3617","398916"
"3618","398925"
"3619","398961"
"3620","398965"
"3621","399191"
