"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,917.057416072629,0.973345649695022,917.057416072629,0.973345649695022,16913.446684,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.057416072629,0.973345649695022,917.057416072629,0.973345649695022,"1987/11/13",16913.446684,1
"5",1988,0,0,917.057416072629,0.973345649695022,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"6",1989,0,0,917.057416072629,0.973345649695022,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"7",1990,0,0,917.057416072629,0.973345649695022,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"8",1991,510.441410073068,0.541771886046734,1427.4988261457,1.51511753574176,8422.729718,1,510.441410073068,0.541771886046734,510.441410073068,0.541771886046734,"1991/10/26",8422.729718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"9",1992,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"10",1993,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"11",1994,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"12",1995,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"13",1996,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"14",1997,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"15",1998,0,0,1427.4988261457,1.51511753574176,0,0,0,0,510.441410073068,0.541771886046734,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"16",1999,369.557670020583,0.392240817337738,1797.05649616628,1.90735835307949,2071.182948,2,369.557670020583,0.392240817337738,879.99908009365,0.934012703384472,"1999/11/13",2071.182948,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"17",2000,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"18",2001,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"19",2002,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"20",2003,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"21",2004,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"22",2005,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"23",2006,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"24",2007,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"25",2008,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"26",2009,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"27",2010,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"28",2011,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"29",2012,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"30",2013,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"31",2014,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
"32",2015,0,0,1797.05649616628,1.90735835307949,0,0,0,0,879.99908009365,0.934012703384472,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,917.057416072629,0.973345649695022,"0",0,0
