"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,0,0,0,0,0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,0.892682859838196,5.14972225447798e-05,0.892682859838196,5.14972225447798e-05,10771.527262,1,0.892682859838196,5.14972225447798e-05,0.892682859838196,5.14972225447798e-05,"1987/04/18",10771.527262,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"5",1988,464.680695408629,0.0268065695672241,465.573378268467,0.0268580667897689,1576.25197,2,464.680695408629,0.0268065695672241,465.573378268467,0.0268580667897689,"1988/05/01",1576.25197,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"6",1989,0,0,465.573378268467,0.0268580667897689,0,0,0,0,465.573378268467,0.0268580667897689,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"7",1990,594.856425552122,0.034316166588437,1060.42980382059,0.0611742333782059,13230.399398,1,0,0,465.573378268467,0.0268580667897689,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.856425552122,0.034316166588437,594.856425552122,0.034316166588437,"1990/04/18",13230.399398,1
"8",1991,825.61935612001,0.0476284530959813,1886.0491599406,0.108802686474187,16600.624406,2,812.35376712641,0.0468631858108955,1277.92714539488,0.0737212526006644,"1991/04/04",1287.306166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2655889935997,0.000765267285085778,608.122014545722,0.0350814338735227,"1991/05/13",15313.31824,1
"9",1992,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"10",1993,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"11",1994,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"12",1995,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"13",1996,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"14",1997,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"15",1998,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"16",1999,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"17",2000,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"18",2001,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"19",2002,0,0,1886.0491599406,0.108802686474187,0,0,0,0,1277.92714539488,0.0737212526006644,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"20",2003,642.652576682709,0.0370734381148578,2528.70173662331,0.145876124589045,27373.365726,1,642.652576682709,0.0370734381148578,1920.57972207759,0.110794690715522,"2003/04/09",27373.365726,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"21",2004,437.008981673609,0.0252102395999768,2965.71071829692,0.171086364189022,655.59132,1,437.008981673609,0.0252102395999768,2357.58870375119,0.136004930315499,"2004/04/12",655.59132,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"22",2005,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"23",2006,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"24",2007,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"25",2008,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"26",2009,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"27",2010,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"28",2011,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"29",2012,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"30",2013,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"31",2014,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
"32",2015,0,0,2965.71071829692,0.171086364189022,0,0,0,0,2357.58870375119,0.136004930315499,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,608.122014545722,0.0350814338735227,"0",0,0
