"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,657.861007177689,0.201185704340292,657.861007177689,0.201185704340292,3591.992936,1,657.861007177689,0.201185704340292,657.861007177689,0.201185704340292,"1986/09/03",3591.992936,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,0,0,657.861007177689,0.201185704340292,0,0,0,0,657.861007177689,0.201185704340292,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"5",1988,0,0,657.861007177689,0.201185704340292,0,0,0,0,657.861007177689,0.201185704340292,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"6",1989,0,0,657.861007177689,0.201185704340292,0,0,0,0,657.861007177689,0.201185704340292,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"7",1990,622.726786765545,0.190441029092872,1280.58779394323,0.391626733433164,3252.461382,2,622.726786765545,0.190441029092872,1280.58779394323,0.391626733433164,"1990/11/29",3252.461382,2,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"8",1991,0,0,1280.58779394323,0.391626733433164,0,0,0,0,1280.58779394323,0.391626733433164,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"9",1992,390.830344408973,0.119522934570646,1671.41813835221,0.51114966800381,3781.385984,1,0,0,1280.58779394323,0.391626733433164,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,390.830344408973,0.119522934570646,390.830344408973,0.119522934570646,"1992/10/03",3781.385984,1
"10",1993,1063.74242624734,0.32531152770302,2735.16056459954,0.836461195706829,3833.185792,2,754.537383153391,0.230751075416442,2035.12517709662,0.622377808849606,"1993/09/03",2303.877398,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,309.205043093947,0.0945604522865779,700.03538750292,0.214083386857223,"1993/09/27",1529.308394,1
