"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"5",1988,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"6",1989,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"7",1990,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"8",1991,138.850824923418,0.145407334190191,138.850824923418,0.145407334190191,1446.347764,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,138.850824923418,0.145407334190191,138.850824923418,0.145407334190191,"1991/02/11",1446.347764,2
"9",1992,0,0,138.850824923418,0.145407334190191,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,138.850824923418,0.145407334190191,"0",0,0
"10",1993,0,0,138.850824923418,0.145407334190191,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,138.850824923418,0.145407334190191,"0",0,0
"11",1994,274.82480184988,0.287801976173919,413.675626773298,0.43320931036411,1424.899406,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,274.82480184988,0.287801976173919,413.675626773298,0.43320931036411,"1994/02/03",1424.899406,1
"12",1995,0,0,413.675626773298,0.43320931036411,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,413.675626773298,0.43320931036411,"0",0,0
"13",1996,0,0,413.675626773298,0.43320931036411,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,413.675626773298,0.43320931036411,"0",0,0
"14",1997,0,0,413.675626773298,0.43320931036411,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,413.675626773298,0.43320931036411,"0",0,0
"15",1998,0,0,413.675626773298,0.43320931036411,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,413.675626773298,0.43320931036411,"0",0,0
"16",1999,495.326105858079,0.518715309378651,909.001732631378,0.95192461974276,3561.2368,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,495.326105858079,0.518715309378651,909.001732631378,0.95192461974276,"1999/02/17",3561.2368,1
"17",2000,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"18",2001,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"19",2002,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"20",2003,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"21",2004,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"22",2005,0,0,909.001732631378,0.95192461974276,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,909.001732631378,0.95192461974276,"0",0,0
"23",2006,126.457108968913,0.132428389350296,1035.45884160029,1.08435300909306,19398.62341,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,126.457108968913,0.132428389350296,1035.45884160029,1.08435300909306,"2006/03/08",19398.62341,1
"24",2007,0,0,1035.45884160029,1.08435300909306,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"25",2008,115.079431657368,0.120513460302805,1150.53827325766,1.20486646939586,2442.684696,1,NA,NA,NA,NA,NA,NA,NA,115.079431657368,0.120513460302805,115.079431657368,0.120513460302805,"2008/02/14",2442.684696,1,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"26",2009,133.996824748601,0.140324129060022,1284.53509800626,1.34519059845588,2088.989132,1,NA,NA,NA,NA,NA,NA,NA,133.996824748601,0.140324129060022,249.076256405968,0.260837589362827,"2009/02/16",2088.989132,1,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"27",2010,126.864426708938,0.132854940555721,1411.3995247152,1.4780455390116,2041.236184,2,NA,NA,NA,NA,NA,NA,NA,126.864426708938,0.132854940555721,375.940683114906,0.393692529918548,"2010/02/11",2041.236184,2,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"28",2011,183.521249008141,0.192187087114867,1594.92077372334,1.67023262612647,356.933052,1,NA,NA,NA,NA,NA,NA,NA,183.521249008141,0.192187087114867,559.461932123047,0.585879617033415,"2011/03/17",356.933052,1,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"29",2012,0,0,1594.92077372334,1.67023262612647,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,559.461932123047,0.585879617033415,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"30",2013,0,0,1594.92077372334,1.67023262612647,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,559.461932123047,0.585879617033415,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"31",2014,0,0,1594.92077372334,1.67023262612647,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,559.461932123047,0.585879617033415,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
"32",2015,0,0,1594.92077372334,1.67023262612647,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,559.461932123047,0.585879617033415,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1035.45884160029,1.08435300909306,"0",0,0
