"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1986,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1987,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1988,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1989,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1990,0.0558992903412565,6.08694282266091e-05,0.0558992903412565,6.08694282266091e-05,8665.541318,1,0.0558992903412565,6.08694282266091e-05,0.0558992903412565,6.08694282266091e-05,"1990/09/01",8665.541318,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1991,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1992,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1993,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1994,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1995,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1996,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1997,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1998,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1999,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2000,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2001,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2002,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2003,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2004,0,0,0.0558992903412565,6.08694282266091e-05,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2005,27.5431693433805,0.0299920975605458,27.5990686337218,0.0300529669887724,722.769196,1,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,27.5431693433805,0.0299920975605458,27.5431693433805,0.0299920975605458,"2005/05/12",722.769196,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2006,0,0,27.5990686337218,0.0300529669887724,0,0,0,0,0.0558992903412565,6.08694282266091e-05,"0",0,0,0,0,27.5431693433805,0.0299920975605458,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2007,90.4591386866619,0.0985020742859914,118.058207320384,0.128555041274764,220993.763682,2,90.4591386866619,0.0985020742859914,90.5150379770031,0.098562943714218,"2007/04/25",220993.763682,2,0,0,27.5431693433805,0.0299920975605458,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2008,0,0,118.058207320384,0.128555041274764,0,0,0,0,90.5150379770031,0.098562943714218,"0",0,0,0,0,27.5431693433805,0.0299920975605458,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2009,20.7155126201054,0.0225573777575542,138.773719940489,0.151112419032318,617.550836,1,0,0,90.5150379770031,0.098562943714218,"0",0,0,20.7155126201054,0.0225573777575542,48.2586819634859,0.0525494753181,"2009/03/10",617.550836,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2010,0,0,138.773719940489,0.151112419032318,0,0,0,0,90.5150379770031,0.098562943714218,"0",0,0,0,0,48.2586819634859,0.0525494753181,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2011,918.347550976667,1,1057.12127091716,1.15111241903232,57744.240654,1,918.347550976667,1,1008.86258895367,1.09856294371422,"2011/07/01",57744.240654,1,0,0,48.2586819634859,0.0525494753181,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2012,0,0,1057.12127091716,1.15111241903232,0,0,0,0,1008.86258895367,1.09856294371422,"0",0,0,0,0,48.2586819634859,0.0525494753181,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2013,0,0,1057.12127091716,1.15111241903232,0,0,0,0,1008.86258895367,1.09856294371422,"0",0,0,0,0,48.2586819634859,0.0525494753181,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2014,106.116892946504,0.115551996445843,1163.23816386366,1.26666441547816,598.93528,1,0,0,1008.86258895367,1.09856294371422,"0",0,0,106.116892946504,0.115551996445843,154.37557490999,0.168101471763943,"2014/07/18",598.93528,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
