"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1986,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1987,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1988,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1989,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1990,1919.36649420383,0.116042002074339,1919.36649420383,0.116042002074339,3729.586176,2,1919.36649420383,0.116042002074339,1919.36649420383,0.116042002074339,"1990/06/19",3729.586176,2,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",1991,0,0,1919.36649420383,0.116042002074339,0,0,0,0,1919.36649420383,0.116042002074339,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1992,0,0,1919.36649420383,0.116042002074339,0,0,0,0,1919.36649420383,0.116042002074339,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",1993,213.196173620844,0.0128895189617308,2132.56266782467,0.128931521036069,524.877742,1,213.196173620844,0.0128895189617308,2132.56266782467,0.128931521036069,"1993/11/27",524.877742,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",1994,0,0,2132.56266782467,0.128931521036069,0,0,0,0,2132.56266782467,0.128931521036069,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1995,0,0,2132.56266782467,0.128931521036069,0,0,0,0,2132.56266782467,0.128931521036069,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",1996,0,0,2132.56266782467,0.128931521036069,0,0,0,0,2132.56266782467,0.128931521036069,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1997,0,0,2132.56266782467,0.128931521036069,0,0,0,0,2132.56266782467,0.128931521036069,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1998,1243.16795322231,0.0751600586142435,3375.73062104698,0.204091579650313,4206.71097,2,1243.16795322231,0.0751600586142435,3375.73062104698,0.204091579650313,"1998/06/29",4206.71097,2,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1999,402.161781176856,0.0243140944611012,3777.89240222384,0.228405674111414,409.946918,1,402.161781176856,0.0243140944611012,3777.89240222384,0.228405674111414,"1999/10/06",409.946918,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2000,0,0,3777.89240222384,0.228405674111414,0,0,0,0,3777.89240222384,0.228405674111414,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2001,0,0,3777.89240222384,0.228405674111414,0,0,0,0,3777.89240222384,0.228405674111414,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2002,624.77655391774,0.0377730477137429,4402.66895614158,0.266178721825157,842.556252,1,624.77655391774,0.0377730477137429,4402.66895614158,0.266178721825157,"2002/04/18",842.556252,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2003,953.037017141922,0.0576191800023993,5355.7059732835,0.323797901827556,1664.068832,2,0,0,4402.66895614158,0.266178721825157,"0",0,0,953.037017141922,0.0576191800023993,953.037017141922,0.0576191800023993,"2003/05/14",1664.068832,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2004,1720.25538392166,0.104004044788869,7075.96135720516,0.427801946616425,2105.985944,2,0,0,4402.66895614158,0.266178721825157,"0",0,0,1720.25538392166,0.104004044788869,2673.29240106359,0.161623224791269,"2004/03/11",2105.985944,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2005,2082.36936818032,0.125896909877108,9158.33072538548,0.553698856493534,2840.086348,3,0,0,4402.66895614158,0.266178721825157,"0",0,0,2082.36936818032,0.125896909877108,4755.66176924391,0.287520134668377,"2005/02/14",2840.086348,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2006,719.904615955337,0.0435243468041616,9878.23534134082,0.597223203297695,9099.36471,1,719.904615955337,0.0435243468041616,5122.57357209691,0.309703068629318,"2006/04/06",9099.36471,1,0,0,4755.66176924391,0.287520134668377,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2007,0,0,9878.23534134082,0.597223203297695,0,0,0,0,5122.57357209691,0.309703068629318,"0",0,0,0,0,4755.66176924391,0.287520134668377,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2008,0,0,9878.23534134082,0.597223203297695,0,0,0,0,5122.57357209691,0.309703068629318,"0",0,0,0,0,4755.66176924391,0.287520134668377,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2009,1122.39837616082,0.0678585122164044,11000.6337175016,0.6650817155141,1289.329596,1,0,0,5122.57357209691,0.309703068629318,"0",0,0,1122.39837616082,0.0678585122164044,5878.06014540472,0.355378646884781,"2009/02/11",1289.329596,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2010,0,0,11000.6337175016,0.6650817155141,0,0,0,0,5122.57357209691,0.309703068629318,"0",0,0,0,0,5878.06014540472,0.355378646884781,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2011,0,0,11000.6337175016,0.6650817155141,0,0,0,0,5122.57357209691,0.309703068629318,"0",0,0,0,0,5878.06014540472,0.355378646884781,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2012,24.4773452221759,0.00147986335784415,11025.1110627238,0.666561578871944,521.235568,1,24.4773452221759,0.00147986335784415,5147.05091731909,0.311182931987163,"2012/01/21",521.235568,1,0,0,5878.06014540472,0.355378646884781,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2013,0,0,11025.1110627238,0.666561578871944,0,0,0,0,5147.05091731909,0.311182931987163,"0",0,0,0,0,5878.06014540472,0.355378646884781,"0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
