"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"5",1988,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"6",1989,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"7",1990,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"8",1991,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"9",1992,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"10",1993,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"11",1994,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"12",1995,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"13",1996,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"14",1997,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"15",1998,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"16",1999,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"17",2000,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"18",2001,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"19",2002,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"20",2003,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"21",2004,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"22",2005,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"23",2006,278.259546753477,0.328873630506848,278.259546753477,0.328873630506848,791.565816,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,278.259546753477,0.328873630506848,278.259546753477,0.328873630506848,"2006/02/18",791.565816,1
"24",2007,0,0,278.259546753477,0.328873630506848,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"25",2008,0,0,278.259546753477,0.328873630506848,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"26",2009,96.0507120928489,0.113521878286997,374.310258846326,0.442395508793845,355.314308,1,NA,NA,NA,NA,NA,NA,NA,96.0507120928489,0.113521878286997,96.0507120928489,0.113521878286997,"2009/09/09",355.314308,1,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"27",2010,374.761106039528,0.442928362940134,749.071364885854,0.885323871733979,1076.060074,2,NA,NA,NA,NA,NA,NA,NA,374.761106039528,0.442928362940134,470.811818132377,0.556450241227131,"2010/02/17",1076.060074,2,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"28",2011,0,0,749.071364885854,0.885323871733979,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,470.811818132377,0.556450241227131,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"29",2012,205.539880934585,0.24292660447977,954.611245820439,1.12825047621375,251.310006,1,NA,NA,NA,NA,NA,NA,NA,205.539880934585,0.24292660447977,676.351699066962,0.799376845706901,"2012/06/12",251.310006,1,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"30",2013,0,0,954.611245820439,1.12825047621375,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,676.351699066962,0.799376845706901,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"31",2014,0,0,954.611245820439,1.12825047621375,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,676.351699066962,0.799376845706901,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
"32",2015,0,0,954.611245820439,1.12825047621375,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,676.351699066962,0.799376845706901,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,278.259546753477,0.328873630506848,"0",0,0
