"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,367.388883708763,0.414930299642739,367.388883708763,0.414930299642739,1339.915346,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,367.388883708763,0.414930299642739,367.388883708763,0.414930299642739,"1984/12/24",1339.915346,1
"2",1985,1.17271934020988,0.00132447335454999,368.561603048973,0.416254772997289,641.42731,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,1.17271934020988,0.00132447335454999,368.561603048973,0.416254772997289,"1985/01/09",641.42731,1
"3",1986,165.745413438756,0.187193453890865,534.307016487728,0.603448226888153,345.601844,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,165.745413438756,0.187193453890865,534.307016487728,0.603448226888153,"1986/01/28",345.601844,1
"4",1987,0,0,534.307016487728,0.603448226888153,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,534.307016487728,0.603448226888153,"0",0,0
"5",1988,0,0,534.307016487728,0.603448226888153,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,534.307016487728,0.603448226888153,"0",0,0
"6",1989,0,0,534.307016487728,0.603448226888153,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,534.307016487728,0.603448226888153,"0",0,0
"7",1990,0,0,534.307016487728,0.603448226888153,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,534.307016487728,0.603448226888153,"0",0,0
"8",1991,261.877040066938,0.295764851695039,796.184056554666,0.899213078583192,6757.446828,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,261.877040066938,0.295764851695039,796.184056554666,0.899213078583192,"1991/02/11",6757.446828,3
"9",1992,347.044513729865,0.391953296511423,1143.22857028453,1.29116637509461,1351.246554,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,347.044513729865,0.391953296511423,1143.22857028453,1.29116637509461,"1992/03/01",1351.246554,1
"10",1993,0,0,1143.22857028453,1.29116637509461,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1143.22857028453,1.29116637509461,"0",0,0
