"","Year","ZoneTotalBurned_ha","ZoneTotalBurned_pct","ZoneTotalBurned_ha_cum","ZoneTotalBurned_pct_cum","WholeFire_ha","nTotalFires","wildfire_ha","wildfire_pct","wildfire_ha_cum","wildfire_pct_cum","wildfire_IgDate","Wholewildfire_ha","nWildfires","Rxfire_ha","Rxfire_pct","Rxfire_ha_cum","Rxfire_pct_cum","Rxfire_IgDate","WholeRxfire_ha","nRxfires","WLFU_ha","WLFU_pct","WLFU_ha_cum","WLFU_pct_cum","WLFU_IgDate","WholeWLFU_ha","nWLFUfires","unknown_fire_ha","unknown_fire_pct","unknown_fire_ha_cum","unknown_fire_pct_cum","unknown_fire_IgDate","Wholeunknown_fire_ha","nUnknownfires"
"1",1984,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"2",1985,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"3",1986,744.651988917419,0.755016735094925,744.651988917419,0.755016735094925,3591.992936,1,744.651988917419,0.755016735094925,744.651988917419,0.755016735094925,"1986/09/03",3591.992936,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"4",1987,0,0,744.651988917419,0.755016735094925,0,0,0,0,744.651988917419,0.755016735094925,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"5",1988,0,0,744.651988917419,0.755016735094925,0,0,0,0,744.651988917419,0.755016735094925,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"6",1989,0,0,744.651988917419,0.755016735094925,0,0,0,0,744.651988917419,0.755016735094925,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"7",1990,420.776367703882,0.426633117317999,1165.4283566213,1.18164985241292,432.204648,1,420.776367703882,0.426633117317999,1165.4283566213,1.18164985241292,"1990/11/29",432.204648,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"8",1991,0,0,1165.4283566213,1.18164985241292,0,0,0,0,1165.4283566213,1.18164985241292,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"0",0,0
"9",1992,309.758212427467,0.314069710007533,1475.18656904877,1.49571956242046,3781.385984,1,0,0,1165.4283566213,1.18164985241292,"0",0,0,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,309.758212427467,0.314069710007533,309.758212427467,0.314069710007533,"1992/10/03",3781.385984,1
"10",1993,934.308356561441,0.947312913201866,2409.49492561021,2.44303247562232,2303.877398,1,934.308356561441,0.947312913201866,2099.73671318274,2.12896276561479,"1993/09/03",2303.877398,1,0,0,0,0,"0",0,0,NA,NA,NA,NA,NA,NA,NA,0,0,309.758212427467,0.314069710007533,"0",0,0
